global_running_ordinal	global_running_event_id	source_layer	source_event_id	source_replay_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	literal_core_reading_de	surface_status	admission_color
2409	G407-E2409	ORIGINAL22_RUNNING	P1003-E0105	G399-E2109	f77r	f77r	BIOLOGICAL	f77r.10	2712	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokain	OK+AIN	SETZEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2410	G407-E2410	ORIGINAL22_RUNNING	P1003-E0106	G399-E2110	f77r	f77r	BIOLOGICAL	f77r.10	2713	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chetey	CH+E+T+E+Y	NEHMEN · GRAD I · EINSTELLEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2411	G407-E2411	ORIGINAL22_RUNNING	P1003-E0107	G399-E2111	f77r	f77r	BIOLOGICAL	f77r.10	2714	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sal	S+AL	WÄHLEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2412	G407-E2412	ORIGINAL22_RUNNING	P1003-E0108	G399-E2112	f77r	f77r	BIOLOGICAL	f77r.11	2715	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	DANACH · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2413	G407-E2413	ORIGINAL22_RUNNING	P1003-E0109	G399-E2113	f77r	f77r	BIOLOGICAL	f77r.11	2716	P1009-S304	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2414	G407-E2414	ORIGINAL22_RUNNING	P1003-E0110	G399-E2114	f77r	f77r	BIOLOGICAL	f77r.11	2717	P1009-S304	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2415	G407-E2415	ORIGINAL22_RUNNING	P1003-E0111	G399-E2115	f77r	f77r	BIOLOGICAL	f77r.11	2718	P1009-S305	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chol	OL	FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2416	G407-E2416	ORIGINAL22_RUNNING	P1003-E0112	G399-E2116	f77r	f77r	BIOLOGICAL	f77r.11	2719	P1009-S305	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2417	G407-E2417	ORIGINAL22_RUNNING	P1003-E0113	G399-E2117	f77r	f77r	BIOLOGICAL	f77r.11	2720	P1009-S306	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shcthey	SH+CH+T+E+Y	HALTEN · NEHMEN · EINSTELLEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2418	G407-E2418	ORIGINAL22_RUNNING	P1003-E0114	G399-E2118	f77r	f77r	BIOLOGICAL	f77r.11	2721	P1009-S306	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2419	G407-E2419	ORIGINAL22_RUNNING	P1003-E0115	G399-E2119	f77r	f77r	BIOLOGICAL	f77r.11	2722	P1009-S307	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	oteedy	OT+EE+DY	DANACH · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2420	G407-E2420	ORIGINAL22_RUNNING	P1003-E0116	G399-E2120	f77r	f77r	BIOLOGICAL	f77r.11	2723	P1009-S308	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cham	CH+AM_ADDR	NEHMEN · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2421	G407-E2421	ORIGINAL22_RUNNING	P1003-E0117	G399-E2121	f77r	f77r	BIOLOGICAL	f77r.12	2724	P1009-S308	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	solteedy	OL+T+EE+DY	FORTSETZEN · EINSTELLEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2422	G407-E2422	ORIGINAL22_RUNNING	P1003-E0118	G399-E2122	f77r	f77r	BIOLOGICAL	f77r.12	2725	P1009-S309	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	DANACH · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2423	G407-E2423	ORIGINAL22_RUNNING	P1003-E0119	G399-E2123	f77r	f77r	BIOLOGICAL	f77r.12	2726	P1009-S310	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qodeedy	O+D_ADDR+EE+DY	AUSFÜHRUNG · HIER · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2424	G407-E2424	ORIGINAL22_RUNNING	P1003-E0120	G399-E2124	f77r	f77r	BIOLOGICAL	f77r.12	2727	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedaiin	CHD+AIIN	UMSETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2425	G407-E2425	ORIGINAL22_RUNNING	P1003-E0121	G399-E2125	f77r	f77r	BIOLOGICAL	f77r.12	2728	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2426	G407-E2426	ORIGINAL22_RUNNING	P1003-E0122	G399-E2126	f77r	f77r	BIOLOGICAL	f77r.12	2729	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedaiin	SH+E+AIIN	HALTEN · GRAD I · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2427	G407-E2427	ORIGINAL22_RUNNING	P1003-E0123	G399-E2127	f77r	f77r	BIOLOGICAL	f77r.12	2730	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shealol	SH+E+AL+OL	HALTEN · GRAD I · ZIELORT · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2428	G407-E2428	ORIGINAL22_RUNNING	P1003-E0124	G399-E2128	f77r	f77r	BIOLOGICAL	f77r.12	2731	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ched	CHD	UMSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2429	G407-E2429	ORIGINAL22_RUNNING	P1003-E0125	G399-E2129	f77r	f77r	BIOLOGICAL	f77r.13	2732	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2430	G407-E2430	ORIGINAL22_RUNNING	P1003-E0126	G399-E2130	f77r	f77r	BIOLOGICAL	f77r.13	2733	P1009-S312	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qol	OL	FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2431	G407-E2431	ORIGINAL22_RUNNING	P1003-E0127	G399-E2131	f77r	f77r	BIOLOGICAL	f77r.13	2734	P1009-S312	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheedy	SH+EE+DY	HALTEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2432	G407-E2432	ORIGINAL22_RUNNING	P1003-E0128	G399-E2132	f77r	f77r	BIOLOGICAL	f77r.13	2735	P1009-S313	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shol	SH+OL	HALTEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2433	G407-E2433	ORIGINAL22_RUNNING	P1003-E0129	G399-E2133	f77r	f77r	BIOLOGICAL	f77r.13	2736	P1009-S313	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	tedy	T+E+DY	EINSTELLEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2434	G407-E2434	ORIGINAL22_RUNNING	P1003-E0130	G399-E2134	f77r	f77r	BIOLOGICAL	f77r.13	2737	P1009-S314	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2435	G407-E2435	ORIGINAL22_RUNNING	P1003-E0131	G399-E2135	f77r	f77r	BIOLOGICAL	f77r.13	2738	P1009-S314	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheedy	L+SH+EE+D_ADDR+Y	VERBINDUNG · HALTEN · GRAD II · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2436	G407-E2436	ORIGINAL22_RUNNING	P1003-E0132	G399-E2136	f77r	f77r	BIOLOGICAL	f77r.13	2739	P1009-S314	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2437	G407-E2437	ORIGINAL22_RUNNING	P1003-E0133	G399-E2137	f77r	f77r	BIOLOGICAL	f77r.13	2740	P1009-S315	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qolal	OL+AL	FORTSETZEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2438	G407-E2438	ORIGINAL22_RUNNING	P1003-E0134	G399-E2138	f77r	f77r	BIOLOGICAL	f77r.13	2741	P1009-S315	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2439	G407-E2439	ORIGINAL22_RUNNING	P1003-E0135	G399-E2139	f77r	f77r	BIOLOGICAL	f77r.14	2742	P1009-S315	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sokcheey	S+OK+CH+EE+Y	WÄHLEN · SETZEN · NEHMEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2440	G407-E2440	ORIGINAL22_RUNNING	P1003-E0136	G399-E2140	f77r	f77r	BIOLOGICAL	f77r.14	2743	P1009-S315	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sain	S+AIN	WÄHLEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2441	G407-E2441	ORIGINAL22_RUNNING	P1003-E0137	G399-E2141	f77r	f77r	BIOLOGICAL	f77r.14	2744	P1009-S315	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheeol	SH+EE+OL	HALTEN · GRAD II · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2442	G407-E2442	ORIGINAL22_RUNNING	P1003-E0138	G399-E2142	f77r	f77r	BIOLOGICAL	f77r.14	2745	P1009-S315	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	DANACH · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2443	G407-E2443	ORIGINAL22_RUNNING	P1003-E0139	G399-E2143	f77r	f77r	BIOLOGICAL	f77r.14	2746	P1009-S316	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2444	G407-E2444	ORIGINAL22_RUNNING	P1003-E0140	G399-E2144	f77r	f77r	BIOLOGICAL	f77r.14	2747	P1009-S316	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2445	G407-E2445	ORIGINAL22_RUNNING	P1003-E0141	G399-E2145	f77r	f77r	BIOLOGICAL	f77r.14	2748	P1009-S317	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2446	G407-E2446	ORIGINAL22_RUNNING	P1003-E0142	G399-E2146	f77r	f77r	BIOLOGICAL	f77r.14	2749	P1009-S318	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	DANACH · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2447	G407-E2447	ORIGINAL22_RUNNING	P1003-E0143	G399-E2147	f77r	f77r	BIOLOGICAL	f77r.15	2750	P1009-S319	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2448	G407-E2448	ORIGINAL22_RUNNING	P1003-E0144	G399-E2148	f77r	f77r	BIOLOGICAL	f77r.15	2751	P1009-S320	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2449	G407-E2449	ORIGINAL22_RUNNING	P1003-E0145	G399-E2149	f77r	f77r	BIOLOGICAL	f77r.15	2752	P1009-S321	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotol	OT+OL	DANACH · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2450	G407-E2450	ORIGINAL22_RUNNING	P1003-E0146	G399-E2150	f77r	f77r	BIOLOGICAL	f77r.15	2753	P1009-S321	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2451	G407-E2451	ORIGINAL22_RUNNING	P1003-E0147	G399-E2151	f77r	f77r	BIOLOGICAL	f77r.15	2754	P1009-S322	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2452	G407-E2452	ORIGINAL22_RUNNING	P1003-E0148	G399-E2152	f77r	f77r	BIOLOGICAL	f77r.15	2755	P1009-S322	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheety	SH+EE+T+Y	HALTEN · GRAD II · EINSTELLEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2453	G407-E2453	ORIGINAL22_RUNNING	P1003-E0149	G399-E2153	f77r	f77r	BIOLOGICAL	f77r.15	2756	P1009-S322	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeed	OK+EE+D_ADDR	SETZEN · GRAD II · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2454	G407-E2454	ORIGINAL22_RUNNING	P1003-E0150	G399-E2154	f77r	f77r	BIOLOGICAL	f77r.15	2757	P1009-S322	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	y	Y	AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2455	G407-E2455	ORIGINAL22_RUNNING	P1003-E0151	G399-E2155	f77r	f77r	BIOLOGICAL	f77r.15	2758	P1009-S322	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchedy	L+CHD+DY	VERBINDUNG · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2456	G407-E2456	ORIGINAL22_RUNNING	P1003-E0152	G399-E2156	f77r	f77r	BIOLOGICAL	f77r.15	2759	P1009-S323	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	VERBINDUNG · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2457	G407-E2457	ORIGINAL22_RUNNING	P1003-E0153	G399-E2157	f77r	f77r	BIOLOGICAL	f77r.16	2760	P1009-S323	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sshedy	S+SH+E+DY	WÄHLEN · HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2458	G407-E2458	ORIGINAL22_RUNNING	P1003-E0154	G399-E2158	f77r	f77r	BIOLOGICAL	f77r.16	2761	P1009-S324	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotaiin	OT+AIIN	DANACH · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2459	G407-E2459	ORIGINAL22_RUNNING	P1003-E0155	G399-E2159	f77r	f77r	BIOLOGICAL	f77r.16	2762	P1009-S324	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2460	G407-E2460	ORIGINAL22_RUNNING	P1003-E0156	G399-E2160	f77r	f77r	BIOLOGICAL	f77r.16	2763	P1009-S324	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	SETZEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2461	G407-E2461	ORIGINAL22_RUNNING	P1003-E0157	G399-E2161	f77r	f77r	BIOLOGICAL	f77r.16	2764	P1009-S324	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2462	G407-E2462	ORIGINAL22_RUNNING	P1003-E0158	G399-E2162	f77r	f77r	BIOLOGICAL	f77r.16	2765	P1009-S325	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qolcheedy	OL+SH+EE+DY	FORTSETZEN · HALTEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2463	G407-E2463	ORIGINAL22_RUNNING	P1003-E0159	G399-E2163	f77r	f77r	BIOLOGICAL	f77r.16	2766	P1009-S326	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2464	G407-E2464	ORIGINAL22_RUNNING	P1003-E0160	G399-E2164	f77r	f77r	BIOLOGICAL	f77r.16	2767	P1009-S327	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	VERBINDUNG · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2465	G407-E2465	ORIGINAL22_RUNNING	P1003-E0161	G399-E2165	f77r	f77r	BIOLOGICAL	f77r.17	2768	P1009-S327	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	DANACH · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2466	G407-E2466	ORIGINAL22_RUNNING	P1003-E0162	G399-E2166	f77r	f77r	BIOLOGICAL	f77r.17	2769	P1009-S328	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	DANACH · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2467	G407-E2467	ORIGINAL22_RUNNING	P1003-E0163	G399-E2167	f77r	f77r	BIOLOGICAL	f77r.17	2770	P1009-S329	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2468	G407-E2468	ORIGINAL22_RUNNING	P1003-E0164	G399-E2168	f77r	f77r	BIOLOGICAL	f77r.17	2771	P1009-S330	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheed	SH+EE+D_ADDR	HALTEN · GRAD II · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2469	G407-E2469	ORIGINAL22_RUNNING	P1003-E0165	G399-E2169	f77r	f77r	BIOLOGICAL	f77r.17	2772	P1009-S330	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qeey	CARRIER_Q+EE+Y	BEGINNMARKER · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2470	G407-E2470	ORIGINAL22_RUNNING	P1003-E0166	G399-E2170	f77r	f77r	BIOLOGICAL	f77r.17	2773	P1009-S330	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	saiin	S+AIIN	WÄHLEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2471	G407-E2471	ORIGINAL22_RUNNING	P1003-E0167	G399-E2171	f77r	f77r	BIOLOGICAL	f77r.17	2774	P1009-S330	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheety	SH+EE+T+Y	HALTEN · GRAD II · EINSTELLEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2472	G407-E2472	ORIGINAL22_RUNNING	P1003-E0168	G399-E2172	f77r	f77r	BIOLOGICAL	f77r.17	2775	P1009-S330	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2473	G407-E2473	ORIGINAL22_RUNNING	P1003-E0169	G399-E2173	f77r	f77r	BIOLOGICAL	f77r.17	2776	P1009-S331	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	VERBINDUNG · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2474	G407-E2474	ORIGINAL22_RUNNING	P1003-E0170	G399-E2174	f77r	f77r	BIOLOGICAL	f77r.18	2777	P1009-S331	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin	AIIN	WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2475	G407-E2475	ORIGINAL22_RUNNING	P1003-E0171	G399-E2175	f77r	f77r	BIOLOGICAL	f77r.18	2778	P1009-S331	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheedy	CH+EE+D_ADDR+Y	NEHMEN · GRAD II · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2476	G407-E2476	ORIGINAL22_RUNNING	P1003-E0172	G399-E2176	f77r	f77r	BIOLOGICAL	f77r.18	2779	P1009-S331	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lshey	L+SH+E+Y	VERBINDUNG · HALTEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2477	G407-E2477	ORIGINAL22_RUNNING	P1003-E0173	G399-E2177	f77r	f77r	BIOLOGICAL	f77r.18	2780	P1009-S331	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qo	O	AUSFÜHRUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2478	G407-E2478	ORIGINAL22_RUNNING	P1003-E0174	G399-E2178	f77r	f77r	BIOLOGICAL	f77r.18	2781	P1009-S331	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	l	L	VERBINDUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2479	G407-E2479	ORIGINAL22_RUNNING	P1003-E0175	G399-E2179	f77r	f77r	BIOLOGICAL	f77r.18	2782	P1009-S331	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	or	OR	EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2480	G407-E2480	ORIGINAL22_RUNNING	P1003-E0176	G399-E2180	f77r	f77r	BIOLOGICAL	f77r.18	2783	P1009-S331	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chees	SH+EE+S_ADDR	HALTEN · GRAD II · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2481	G407-E2481	ORIGINAL22_RUNNING	P1003-E0177	G399-E2181	f77r	f77r	BIOLOGICAL	f77r.18	2784	P1009-S331	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheckhedy	SH+E+CH+K+E+DY	HALTEN · GRAD I · NEHMEN · GEBEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2482	G407-E2482	ORIGINAL22_RUNNING	P1003-E0178	G399-E2182	f77r	f77r	BIOLOGICAL	f77r.18	2785	P1009-S332	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qol	OL	FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2483	G407-E2483	ORIGINAL22_RUNNING	P1003-E0179	G399-E2183	f77r	f77r	BIOLOGICAL	f77r.18	2786	P1009-S332	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheedy	CH+EE+D_ADDR+Y	NEHMEN · GRAD II · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2484	G407-E2484	ORIGINAL22_RUNNING	P1003-E0180	G399-E2184	f77r	f77r	BIOLOGICAL	f77r.18	2787	P1009-S332	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotaiin	OT+AIIN	DANACH · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2485	G407-E2485	ORIGINAL22_RUNNING	P1003-E0181	G399-E2185	f77r	f77r	BIOLOGICAL	f77r.19	2788	P1009-S332	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2486	G407-E2486	ORIGINAL22_RUNNING	P1003-E0182	G399-E2186	f77r	f77r	BIOLOGICAL	f77r.19	2789	P1009-S333	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchey	L+Y	VERBINDUNG · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
2487	G407-E2487	ORIGINAL22_RUNNING	P1003-E0183	G399-E2187	f77r	f77r	BIOLOGICAL	f77r.19	2790	P1009-S333	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheey	L+SH+EE+Y	VERBINDUNG · HALTEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
