global_attachment_ordinal	global_attachment_id	source_layer	source_factorized_id	source_attachment_id	physical_page	register	source_statement_id	global_statement_id	source_event_id	global_running_event_id	surface	focus_core	focus_value_de	focus_family	focus_atom_ordinal	selector_rule	attachment_geometry	selected_action_source_event_id	resolved_action_source_event_id	selected_action_global_event_id	selected_action_atom_ordinal	action_core	action_value_de	head_kind	r_topology	duplicate_mode	duplicate_role	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	factorized_result
2726	G407-A02726	ORIGINAL22_GDT402	G402-A02456	G399-A02456	f77r	BIOLOGICAL	P1009-S349	G407-S359	P1003-E0235	G407-E2539	shedar	AR	AUSGANG	RELATION	4	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0235	P1003-E0235	G407-E2539	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2727	G407-A02727	ORIGINAL22_GDT402	G402-A02457	G399-A02457	f77r	BIOLOGICAL	P1009-S349	G407-S359	P1003-E0236	G407-E2540	dal	AL	ZIELORT	RELATION	1	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	P1003-E0235	P1003-E0235	G407-E2539	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2728	G407-A02728	ORIGINAL22_GDT402	G402-A02458	G399-A02458	f77r	BIOLOGICAL	P1009-S349	G407-S359	P1003-E0237	G407-E2541	chedy	Y	AKTIVER POSTEN	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0237	P1003-E0237	G407-E2541	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2729	G407-A02729	ORIGINAL22_GDT402	G402-A02459	G399-A02459	f77r	BIOLOGICAL	P1009-S349	G407-S359	P1003-E0238	G407-E2542	daror	AR	AUSGANG	RELATION	2	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	P1003-E0237	P1003-E0237	G407-E2541	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2730	G407-A02730	ORIGINAL22_GDT402	G402-A02460	G399-A02460	f77r	BIOLOGICAL	P1009-S349	G407-S359	P1003-E0238	G407-E2542	daror	OR	EINHEIT	ARGUMENT	3	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P1003-E0237	P1003-E0237	G407-E2541	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2731	G407-A02731	ORIGINAL22_GDT402	G402-A02461	G399-A02461	f77r	BIOLOGICAL	P1009-S349	G407-S359	P1003-E0239	G407-E2543	qoteedy	EE	GRAD II	GRADE	2	INHERITED_ACTION_STACK	INHERITED_ACTION	P1003-E0237	P1003-E0237	G407-E2541	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2732	G407-A02732	ORIGINAL22_GDT402	G402-A02462	G399-A02462	f77r	BIOLOGICAL	P1009-S350	G407-S360	P1003-E0240	G407-E2544	qokeedy	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0240	P1003-E0240	G407-E2544	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2733	G407-A02733	ORIGINAL22_GDT402	G402-A02463	G399-A02463	f77r	BIOLOGICAL	P1009-S351	G407-S361	P1003-E0241	G407-E2545	qokaiin	AIIN	WERT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0241	P1003-E0241	G407-E2545	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2734	G407-A02734	ORIGINAL22_GDT402	G402-A02464	G399-A02464	f77r	BIOLOGICAL	P1009-S351	G407-S361	P1003-E0242	G407-E2546	chcthy	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0242	P1003-E0242	G407-E2546	3	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2735	G407-A02735	ORIGINAL22_GDT402	G402-A02465	G399-A02465	f77r	BIOLOGICAL	P1009-S351	G407-S361	P1003-E0243	G407-E2547	lchedy	L	VERBINDUNG	RELATION	1	L_AIR_RIGHT_FALLBACK	SAME_CARD_RIGHT_ACTION	P1003-E0243	P1003-E0243	G407-E2547	2	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2736	G407-A02736	ORIGINAL22_GDT402	G402-A02466	G399-A02466	f77r	BIOLOGICAL	P1009-S352	G407-S362	P1003-E0244	G407-E2548	qokaly	AL	ZIELORT	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0244	P1003-E0244	G407-E2548	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2737	G407-A02737	ORIGINAL22_GDT402	G402-A02467	G399-A02467	f77r	BIOLOGICAL	P1009-S352	G407-S362	P1003-E0244	G407-E2548	qokaly	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0244	P1003-E0244	G407-E2548	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2738	G407-A02738	ORIGINAL22_GDT402	G402-A02468	G399-A02468	f77r	BIOLOGICAL	P1009-S352	G407-S362	P1003-E0245	G407-E2549	solchedy	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0245	P1003-E0245	G407-E2549	3	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2739	G407-A02739	ORIGINAL22_GDT402	G402-A02469	G399-A02469	f77r	BIOLOGICAL	P1009-S352	G407-S362	P1003-E0246	G407-E2550	qokain	AIN	ANTEIL	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0246	P1003-E0246	G407-E2550	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2740	G407-A02740	ORIGINAL22_GDT402	G402-A02470	G399-A02470	f77r	BIOLOGICAL	P1009-S352	G407-S362	P1003-E0247	G407-E2551	okaiin	AIIN	WERT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0247	P1003-E0247	G407-E2551	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2741	G407-A02741	ORIGINAL22_GDT402	G402-A02471	G399-A02471	f77r	BIOLOGICAL	P1009-S352	G407-S362	P1003-E0248	G407-E2552	shedy	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0248	P1003-E0248	G407-E2552	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2742	G407-A02742	ORIGINAL22_GDT402	G402-A02472	G399-A02472	f77r	BIOLOGICAL	P1009-S353	G407-S363	P1003-E0249	G407-E2553	qokeedy	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0249	P1003-E0249	G407-E2553	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2743	G407-A02743	ORIGINAL22_GDT402	G402-A02473	G399-A02473	f77r	BIOLOGICAL	P1009-S354	G407-S364	P1003-E0250	G407-E2554	qotedy	E	GRAD I	GRADE	2	OWNER_CONTEXT	OWNER_ONLY	OWNER	OWNER	OWNER::G407-S364	0	OWNER	BESITZER	VISIBLE_OWNER	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2744	G407-A02744	ORIGINAL22_GDT402	G402-A02474	G399-A02474	f77r	BIOLOGICAL	P1009-S355	G407-S365	P1003-E0251	G407-E2555	olchey	Y	AKTIVER POSTEN	ARGUMENT	2	OWNER_CONTEXT	OWNER_ONLY	OWNER	OWNER	OWNER::G407-S365	0	OWNER	BESITZER	VISIBLE_OWNER	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2745	G407-A02745	ORIGINAL22_GDT402	G402-A02475	G399-A02475	f77r	BIOLOGICAL	P1009-S355	G407-S365	P1003-E0252	G407-E2556	qotey	E	GRAD I	GRADE	2	Q_OT_PACKAGE_FORWARD	BOUNDED_NEXT_CARD_ACTION	P1003-E0253	P1003-E0253	G407-E2557	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	1	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2746	G407-A02746	ORIGINAL22_GDT402	G402-A02476	G399-A02476	f77r	BIOLOGICAL	P1009-S355	G407-S365	P1003-E0252	G407-E2556	qotey	Y	AKTIVER POSTEN	ARGUMENT	3	Q_OT_PACKAGE_FORWARD	BOUNDED_NEXT_CARD_ACTION	P1003-E0253	P1003-E0253	G407-E2557	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	1	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2747	G407-A02747	ORIGINAL22_GDT402	G402-A02477	G399-A02477	f77r	BIOLOGICAL	P1009-S355	G407-S365	P1003-E0253	G407-E2557	qokain	AIN	ANTEIL	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0253	P1003-E0253	G407-E2557	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2748	G407-A02748	ORIGINAL22_GDT402	G402-A02478	G399-A02478	f77r	BIOLOGICAL	P1009-S355	G407-S365	P1003-E0254	G407-E2558	olcheedy	EE	GRAD II	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0254	P1003-E0254	G407-E2558	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2749	G407-A02749	ORIGINAL22_GDT402	G402-A02479	G399-A02479	f77r	BIOLOGICAL	P1009-S356	G407-S366	P1003-E0255	G407-E2559	sar	AR	AUSGANG	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0255	P1003-E0255	G407-E2559	1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2750	G407-A02750	ORIGINAL22_GDT402	G402-A02480	G399-A02480	f77r	BIOLOGICAL	P1009-S356	G407-S366	P1003-E0256	G407-E2560	lom	L	VERBINDUNG	RELATION	1	L_AIR_RIGHT_FALLBACK	PREVIOUS_CARD_ACTION	P1003-E0255	P1003-E0255	G407-E2559	1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2751	G407-A02751	ORIGINAL22_GDT402	G402-A02481	G399-A02481	f77r	BIOLOGICAL	P1009-S356	G407-S366	P1003-E0257	G407-E2561	saiin	AIIN	WERT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0257	P1003-E0257	G407-E2561	1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2752	G407-A02752	ORIGINAL22_GDT402	G402-A02482	G399-A02482	f77r	BIOLOGICAL	P1009-S356	G407-S366	P1003-E0258	G407-E2562	cheeol	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0258	P1003-E0258	G407-E2562	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2753	G407-A02753	ORIGINAL22_GDT402	G402-A02483	G399-A02483	f77r	BIOLOGICAL	P1009-S356	G407-S366	P1003-E0259	G407-E2563	qokeedy	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0259	P1003-E0259	G407-E2563	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2754	G407-A02754	ORIGINAL22_GDT402	G402-A02484	G399-A02484	f77r	BIOLOGICAL	P1009-S357	G407-S367	P1003-E0260	G407-E2564	qokeedy	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0260	P1003-E0260	G407-E2564	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2755	G407-A02755	ORIGINAL22_GDT402	G402-A02485	G399-A02485	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0261	G407-E2565	qotal	AL	ZIELORT	RELATION	2	AL_AR_ORDERED_FALLBACK	BOUNDED_NEXT_CARD_ACTION	P1003-E0262	P1003-E0262	G407-E2566	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	1	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2756	G407-A02756	ORIGINAL22_GDT402	G402-A02486	G399-A02486	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0262	G407-E2566	qokaiin	AIIN	WERT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0262	P1003-E0262	G407-E2566	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2757	G407-A02757	ORIGINAL22_GDT402	G402-A02487	G399-A02487	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0263	G407-E2567	chckhey	E	GRAD I	GRADE	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0263	P1003-E0263	G407-E2567	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2758	G407-A02758	ORIGINAL22_GDT402	G402-A02488	G399-A02488	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0263	G407-E2567	chckhey	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0263	P1003-E0263	G407-E2567	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2759	G407-A02759	ORIGINAL22_GDT402	G402-A02489	G399-A02489	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0266	G407-E2570	qolkain	AIN	ANTEIL	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0266	P1003-E0266	G407-E2570	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2760	G407-A02760	ORIGINAL22_GDT402	G402-A02490	G399-A02490	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0267	G407-E2571	cheeky	EE	GRAD II	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0267	P1003-E0267	G407-E2571	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2761	G407-A02761	ORIGINAL22_GDT402	G402-A02491	G399-A02491	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0267	G407-E2571	cheeky	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0267	P1003-E0267	G407-E2571	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2762	G407-A02762	ORIGINAL22_GDT402	G402-A02492	G399-A02492	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0268	G407-E2572	lol	L	VERBINDUNG	RELATION	1	L_AIR_RIGHT_FALLBACK	PREVIOUS_CARD_ACTION	P1003-E0267	P1003-E0267	G407-E2571	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2763	G407-A02763	ORIGINAL22_GDT402	G402-A02493	G399-A02493	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0269	G407-E2573	qokain	AIN	ANTEIL	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0269	P1003-E0269	G407-E2573	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2764	G407-A02764	ORIGINAL22_GDT402	G402-A02494	G399-A02494	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0270	G407-E2574	chckhy	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0270	P1003-E0270	G407-E2574	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2765	G407-A02765	ORIGINAL22_GDT402	G402-A02495	G399-A02495	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0271	G407-E2575	qokeey	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0271	P1003-E0271	G407-E2575	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2766	G407-A02766	ORIGINAL22_GDT402	G402-A02496	G399-A02496	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0271	G407-E2575	qokeey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0271	P1003-E0271	G407-E2575	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2767	G407-A02767	ORIGINAL22_GDT402	G402-A02497	G399-A02497	f77r	BIOLOGICAL	P1009-S358	G407-S368	P1003-E0272	G407-E2576	qotedy	E	GRAD I	GRADE	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P1003-E0271	P1003-E0271	G407-E2575	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2768	G407-A02768	ORIGINAL22_GDT402	G402-A02498	G399-A02498	f77r	BIOLOGICAL	P1009-S359	G407-S369	P1003-E0273	G407-E2577	qotedy	E	GRAD I	GRADE	2	OWNER_CONTEXT	OWNER_ONLY	OWNER	OWNER	OWNER::G407-S369	0	OWNER	BESITZER	VISIBLE_OWNER	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2769	G407-A02769	ORIGINAL22_GDT402	G402-A02499	G399-A02499	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0274	G407-E2578	qotary	AR	AUSGANG	RELATION	2	AL_AR_ORDERED_FALLBACK	OWNER_ONLY	OWNER	OWNER	OWNER::G407-S370	0	OWNER	BESITZER	VISIBLE_OWNER	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2770	G407-A02770	ORIGINAL22_GDT402	G402-A02500	G399-A02500	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0274	G407-E2578	qotary	Y	AKTIVER POSTEN	ARGUMENT	3	OWNER_CONTEXT	OWNER_ONLY	OWNER	OWNER	OWNER::G407-S370	0	OWNER	BESITZER	VISIBLE_OWNER	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2771	G407-A02771	ORIGINAL22_GDT402	G402-A02501	G399-A02501	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0275	G407-E2579	qor	OR	EINHEIT	ARGUMENT	1	OWNER_CONTEXT	OWNER_ONLY	OWNER	OWNER	OWNER::G407-S370	0	OWNER	BESITZER	VISIBLE_OWNER	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2772	G407-A02772	ORIGINAL22_GDT402	G402-A02502	G399-A02502	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0276	G407-E2580	ain	AIN	ANTEIL	ARGUMENT	1	ONE_CARD_FORWARD	BOUNDED_NEXT_CARD_ACTION	P1003-E0277	P1003-E0277	G407-E2581	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	1	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2773	G407-A02773	ORIGINAL22_GDT402	G402-A02503	G399-A02503	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0277	G407-E2581	cheol	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0277	P1003-E0277	G407-E2581	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2774	G407-A02774	ORIGINAL22_GDT402	G402-A02504	G399-A02504	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0277	G407-E2581	cheol	L	VERBINDUNG	RELATION	4	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	P1003-E0277	P1003-E0277	G407-E2581	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2775	G407-A02775	ORIGINAL22_GDT402	G402-A02505	G399-A02505	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0279	G407-E2583	chealor	AL	ZIELORT	RELATION	1	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	P1003-E0277	P1003-E0277	G407-E2581	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2776	G407-A02776	ORIGINAL22_GDT402	G402-A02506	G399-A02506	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0279	G407-E2583	chealor	OR	EINHEIT	ARGUMENT	2	INHERITED_ACTION_STACK	INHERITED_ACTION	P1003-E0277	P1003-E0277	G407-E2581	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2777	G407-A02777	ORIGINAL22_GDT402	G402-A02507	G399-A02507	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0280	G407-E2584	cheey	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0280	P1003-E0280	G407-E2584	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2778	G407-A02778	ORIGINAL22_GDT402	G402-A02508	G399-A02508	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0280	G407-E2584	cheey	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0280	P1003-E0280	G407-E2584	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2779	G407-A02779	ORIGINAL22_GDT402	G402-A02509	G399-A02509	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0281	G407-E2585	qeteiiin	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P1003-E0281	P1003-E0281	G407-E2585	3	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2780	G407-A02780	ORIGINAL22_GDT402	G402-A02510	G399-A02510	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0282	G407-E2586	dary	Y	AKTIVER POSTEN	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0282	P1003-E0282	G407-E2586	2	R	MARKIEREN	R_ACTION_HEAD	R_POSITIONAL_HEAD	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2781	G407-A02781	ORIGINAL22_GDT402	G402-A02511	G399-A02511	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0283	G407-E2587	daiin	AIIN	WERT	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P1003-E0282	P1003-E0282	G407-E2586	2	R	MARKIEREN	R_ACTION_HEAD	R_POSITIONAL_HEAD	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
2782	G407-A02782	ORIGINAL22_GDT402	G402-A02512	G399-A02512	f77r	BIOLOGICAL	P1009-S360	G407-S370	P1003-E0284	G407-E2588	chedy	Y	AKTIVER POSTEN	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P1003-E0284	P1003-E0284	G407-E2588	1	CHD	UMSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
