event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	previous_contextual_event_reading_de	paradigm_revision	revision_strength	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_previous_context_de	component_completion_source	component_completion_strength	direction_previous_segmentation	direction_previous_nucleus_de	direction_previous_gloss_de	direction_previous_context_de	direction_revision_source	direction_revision_strength	quantity_previous_segmentation	quantity_previous_nucleus_de	quantity_previous_gloss_de	quantity_previous_context_de	quantity_revision_source	quantity_revision_strength	workshop_slots	state_endpoint_previous_segmentation	state_endpoint_previous_nucleus_de	state_endpoint_previous_gloss_de	state_endpoint_previous_context_de	state_endpoint_revision_family	state_endpoint_revision_strength	filtration_previous_segmentation	filtration_previous_nucleus_de	filtration_previous_gloss_de	filtration_previous_context_de	filtration_revision_family	filtration_revision_strength	application_previous_segmentation	application_previous_nucleus_de	application_previous_gloss_de	application_previous_context_de	application_revision_family	application_revision_strength	r3_previous_segmentation	r3_previous_nucleus_de	r3_previous_gloss_de	r3_previous_context_de	r3_revision_family	r3_revision_strength	r3_revision_note
226	E226	B2	f82r	f82r.27	F068	B2-S020	ff178343c18e287ce3b7	qoteedy	OT_NEXT+GRADE_2+DY_CLOSE	OT=danach; EE=anhaltend; Endkarte=Schluss	danach länger einwirken lassen; Schluss	Danach länger einwirken lassen; Schluss	CONTINUES_ACROSS_LINE	qotee=warmes Tuch auflegen + dy=Ende	warmes Tuch auflegen + Ende	warmes Tuch auflegen; Ende	Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PROVISIONAL_COMPOSITION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CLOSE+STATE_GRADE	OT+EE+DY	E-Grad=SUSTAINED_HOLD; Zustand=CLOSED	danach anhaltend einwirken lassen und abschließen	Danach anhaltend einwirken lassen und abschließen	OT_STATE_GRID	SELECTED_RECURRENT					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT_NEXT+GRADE_2+DY_CLOSE	OT=danach; EE=anhaltend; Endkarte=Schluss	danach länger einwirken lassen; Schluss	Danach länger einwirken lassen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
227	E227	B2	f82r	f82r.27	F069	B2-S021	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+STATE_GRADE+CLOSE	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+DY_CLOSE	OK=einsetzen; EE=anhaltend; Endkarte=Schluss	länger einweichen; Schluss	Länger einweichen; Schluss	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
228	E228	B2	f82r	f82r.27	F070	B2-S022	f2af6326898fb5b490a4	lochedy	LO_LEARNED+CHED+DY_TERMINAL	local LO hull; CHED=hinausführen; DY=Schluss	den Rest hinausführen; Schluss	Den Rest hinausführen; Schluss	CONTINUES_ACROSS_LINE	loche=gleichteilig mischen + dy=Ende	gleichteilig mischen + Ende	gleichteilig mischen; Ende	Mische zu gleichen Teilen und beende den Schritt	CHED_PARADIGM	LOW					UNCHANGED	UNCHANGED	L+O+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; O unbestimmt; umhüllte DY-Abschlusskonstruktion	abführen oder umsetzen; Schluss	Abführen oder umsetzen; Schluss	DIRECTION_EXTENSION	SELECTED_LOCAL_EXTENSION					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	LO_LEARNED+CHED+DY_TERMINAL	local LO hull; CHED=hinausführen; DY=Schluss	den Rest hinausführen; Schluss	Den Rest hinausführen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
229	E229	B3	f83r	f83r.3	F071	B3-S001	3b70942557b3a40e8030	olkeedy	OLK_SOLK_COLLECTION+GRADE_2+DY_CLOSE	OLK~SOLK=Auffangstelle; EE=länger; Endkarte=Schluss	länger auffangen; Schluss	Länger auffangen; Schluss	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	olkee=absetzen + dy=Ende	absetzen + Ende	absetzen; Ende	Lasse die Flüssigkeit sich setzen und beende den Schritt	HOLD_CORES	SELECTED_LOCAL_STATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	TARGET+STATE_GRADE+CLOSE	OLK~SOLK_COLLECTION_STATION+GRADE_2+DY_TERMINAL	gelernte lokale Sammelstellenfamilie; längerer Grad; Schluss	an der Sammelstelle stehen oder absetzen lassen; Schluss	An der Sammelstelle stehen oder absetzen lassen; Schluss	SOLK_STATE_GRID	SELECTED_LOCAL_RECURRENT	OLK_SOLK_COLLECTION+GRADE_2+DY_CLOSE	OLK~SOLK=Auffangstelle; EE=länger; Endkarte=Schluss	an der Auffangstelle länger halten; Schluss	An der Auffangstelle länger halten; Schluss	SOLK_COLLECTION	SELECTED_LOCAL_GRADED_FAMILY					UNCHANGED	UNCHANGED	OLK_SOLK_COLLECTION+GRADE_2+DY_CLOSE	OLK~SOLK=Auffangstelle; EE=länger; Endkarte=Schluss	länger auffangen; Schluss	Länger auffangen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
230	E230	B3	f83r	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	qotal	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ot=danach + al=Stelle	danach + Stelle	danach zur Ablaufstelle	Zum unteren Ablauf hin	DIRECTION_WORKSHOP	SELECTED_RECURRENT_COMPOSITION					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT+AL_TARGET	OT=danach; AL=Zielstelle	danach zur Zielstelle	Danach zur Zielstelle	AL_SITE	SELECTED_RECURRENT_COMPOSITION	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE
231	E231	B3	f83r	f83r.3	F072	B3-S002	a84fbe3ad380df345b97	chkeedy	CHK_WARM+GRADE_2+DY_CLOSE	CHK=wärmen; EE=länger; Endkarte=Schluss	länger warm halten; Schluss	Länger warm halten; Schluss	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CLOSE+STATE_GRADE	chkee=vollständig benetzen + dy=Ende	vollständig benetzen + Ende	vollständig benetzen; Ende	Benetze den bezeichneten Bereich vollständig und beende den Schritt	CHK_STATE_GRID	SELECTED_SINGLETON_PREDICTION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHK_WARM+GRADE_2+DY_CLOSE	CHK=wärmen; EE=länger; Endkarte=Schluss	länger warm halten; Schluss	Länger warm halten; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
232	E232	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	chey	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	Y_REFERENT	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
233	E233	B3	f83r	f83r.3	F073	B3-S003	2f1c5e56e8f0ff459065	daiin	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	MEASURE_CORE	SELECTED_STRONG	QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE
234	E234	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	chey	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	Y_REFERENT	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	Dieser Arbeitsposten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
235	E235	B3	f83r	f83r.3	F073	B3-S003	de7321bface5628e35d6	lchedy	L+CHED+DY_TERMINAL	L=hinaus; CHED=führen; DY=Schluss	hinausführen; Schluss	Hinausführen; Schluss	CONTINUES_ACROSS_LINE	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CHED_PARADIGM	HIGH_WITHIN_WORKING_MODEL					UNCHANGED	UNCHANGED	L+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; umhüllte DY-Abschlusskonstruktion	abführen; Schluss	Abführen; Schluss	DIRECTION_WORKSHOP	SELECTED_STRONG					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	L+CHED+DY_TERMINAL	L=hinaus; CHED=führen; DY=Schluss	hinausführen; Schluss	Hinausführen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
236	E236	B3	f83r	f83r.3	F074	B3-S004	b5fcea1eaed06b2f2291	qokaiin	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	CONTINUES_ACROSS_LINE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	MEASURE_COMPOSITION	SELECTED_PRODUCTIVE	QUANTITY+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
237	E237	B3	f83r	f83r.3	F074	B3-S004	90bcf0a9ec0ef56399e6	qotal	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ot=danach + al=Stelle	danach + Stelle	danach zur Ablaufstelle	den unteren Ablauf	DIRECTION_WORKSHOP	SELECTED_RECURRENT_COMPOSITION					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT+AL_TARGET	OT=danach; AL=Zielstelle	danach zur Zielstelle	Danach zur Zielstelle	AL_SITE	SELECTED_RECURRENT_COMPOSITION	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE
238	E238	B3	f83r	f83r.3	F074	B3-S004	4d4559019a961b834aa1	dar	AR_SOURCE	AR=Quelle oder Vorrat; aus/von	aus demselben Vorrat	Aus demselben Vorrat	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ar=aus	aus	aus demselben Ansatz	Daraus, aus demselben Ansatz	DIRECTION_WORKSHOP	SELECTED_RECURRENT					UNCHANGED	UNCHANGED	SOURCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AR_SOURCE	AR=Quelle oder Vorrat; aus/von	aus demselben Vorrat	Aus demselben Vorrat	UNCHANGED	UNCHANGED	NOT_APPLICABLE
239	E239	B3	f83r	f83r.6	F075	B3-S005	259b2b3b0bf859882e2c	schedy	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE	che=ausspülen + dy=Ende	ausspülen + Ende	ausspülen; Ende	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CHED_PARADIGM	HIGH_STRUCTURE__LOW_MEANING					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
240	E240	B3	f83r	f83r.6	F076	B3-S006	5e8441397e7c0faf042b	chedchy	CHED+CHY[wrapped Y_REFERENT]	CHED=umsetzen oder zuführen; CHY=laufender Posten	den laufenden Posten zuführen oder umsetzen	Den laufenden Posten zuführen oder umsetzen	CONTINUES_ACROSS_LINE	chedchy=warmes Wasser eingießen	warmes Wasser eingießen	warmes Wasser eingießen	Gieße das erwärmte Wasser ein	CHED_PARADIGM	MEDIUM_STRUCTURE__LOW_MEANING	CHED+CHY	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; CHY=Y-Hülle beziehungsweise laufender Ansatz	Ansatz zuführen oder umsetzen	Ansatz zuführen oder umsetzen	Y_CHY	SELECTED_CONTEXT_BOUND					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHED+CHY[wrapped Y_REFERENT]	CHED=umsetzen oder zuführen; CHY=laufender Posten	den laufenden Posten zuführen oder umsetzen	Den laufenden Posten zuführen oder umsetzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
241	E241	B3	f83r	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	qokal	Q_RENDERER+OK+AL_SITE	OK=einsetzen; AL=Stelle	an die Stelle setzen	An die Stelle setzen	CONTINUES_ACROSS_LINE	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	Den aktiven Posten an der örtlich bezeichneten Station führen	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED	OK+AL	OK=in den laufenden Arbeitsgang setzen; Zielstelle	an der Zielstelle anwenden; dorthin führen	An der Zielstelle anwenden; dorthin führen	DIRECTION_WORKSHOP	SELECTED_RECURRENT_COMPOSITION					UNCHANGED	UNCHANGED	TARGET+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Q_RENDERER+OK+AL_TARGET	OK=in Arbeit setzen; AL=Zielstelle	an der Zielstelle einsetzen	An der Zielstelle einsetzen	AL_SITE	SELECTED_RECURRENT_COMPOSITION	Q_RENDERER+OK+AL_SITE	OK=einsetzen; AL=Stelle	an die Stelle setzen	An die Stelle setzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
242	E242	B3	f83r	f83r.6	F076	B3-S006	28ffbc88b97772a75f1e	olchedy	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	Weiterführen; Schluss	CONTINUES_ACROSS_LINE	ol=weiter + dy=Ende	weiter + Ende	beiseitestellen; Ende	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CHED_PARADIGM	MEDIUM_HIGH					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	Weiterführen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
243	E243	B3	f83r	f83r.6	F077	B3-S007	b5fcea1eaed06b2f2291	qokaiin	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	CONTINUES_ACROSS_LINE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	MEASURE_COMPOSITION	SELECTED_PRODUCTIVE	QUANTITY+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
244	E244	B3	f83r	f83r.6	F077	B3-S007	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühren bis zur Gleichmäßigkeit	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
245	E245	B3	f83r	f83r.6	F077	B3-S007	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+STATE_GRADE+CLOSE	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+DY_CLOSE	OK=einsetzen; EE=anhaltend; Endkarte=Schluss	länger einweichen; Schluss	Länger einweichen; Schluss	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
246	E246	B3	f83r	f83r.6	F078	B3-S008	de7321bface5628e35d6	lchedy	L+CHED+DY_TERMINAL	L=hinaus; CHED=führen; DY=Schluss	hinausführen; Schluss	Hinausführen; Schluss	CONTINUES_ACROSS_LINE	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CHED_PARADIGM	HIGH_WITHIN_WORKING_MODEL					UNCHANGED	UNCHANGED	L+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; umhüllte DY-Abschlusskonstruktion	abführen; Schluss	Abführen; Schluss	DIRECTION_WORKSHOP	SELECTED_STRONG					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	L+CHED+DY_TERMINAL	L=hinaus; CHED=führen; DY=Schluss	hinausführen; Schluss	Hinausführen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
247	E247	B3	f83r	f83r.6	F079	B3-S009	276a7c2d74d1143446f4	qoky	OK+Y_CURRENT_ITEM	OK=in Arbeit setzen; Y=aktueller Posten	den laufenden Posten einsetzen	Den laufenden Posten einsetzen	CONTINUES_ACROSS_LINE	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+Y	E-Grad=UNMARKED; Zustand=OPEN_ACTIVE	aktiven Ansatz einsetzen oder anwenden	Aktiven Ansatz einsetzen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION	OK+Y_REFERENT	OK=in Arbeit setzen; Y=laufender Posten	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	OK_STATE_GRID	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+Y_CURRENT_ITEM	OK=in Arbeit setzen; Y=aktueller Posten	den laufenden Posten einsetzen	Den laufenden Posten einsetzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
248	E248	B3	f83r	f83r.8	F080	B3-S010	ba540da978ea132f6da5	pchedal	P+CHED+AL_SITE	P+CHED=hineinführen; AL=Stelle	Einfüllstelle	Einfüllstelle	CONTINUES_ACROSS_LINE	pchedal=Gefäß füllen	Gefäß füllen	Gefäß füllen	Fülle danach das Gefäß	CHED_PARADIGM	LOW	P+CHED+AL	CHD~CHED=umsetzen/in einen Arbeitsgang führen; P=ein oder zum Empfänger; provisorisch; AL=Stelle	Einfüll- oder Transferstelle	Einfüll- oder Transferstelle	TRANSFER_ORDER	SELECTED_CONTEXT_BOUND	P+CHED+AL	P+CHED=in oder zum Empfänger führen; AL=Stelle	Einfüllstelle	Einfüllstelle	DIRECTION_WORKSHOP	SELECTED_COMPOSITIONAL					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	P+CHED+AL_TARGET	P+CHED=hineinführen; AL=Empfangsstelle	Einfüllstelle	Einfüllstelle	AL_SITE_EXTENSION	SELECTED_SINGLETON_COMPOSITION	P+CHED+AL_SITE	P+CHED=hineinführen; AL=Stelle	Einfüllstelle	Einfüllstelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE
249	E249	B3	f83r	f83r.8	F080	B3-S010	c45ebac60774620561e2	otedy	OT_NEXT+GRADE_1+DY_CLOSE	OT=danach; E=kurz; Endkarte=Schluss	danach kurz einwirken lassen; Schluss	Danach kurz einwirken lassen; Schluss	CONTINUES_ACROSS_LINE	ote=bis klar + dy=Ende	bis klar + Ende	bis klar; Ende	Lasse es bis zur Klarheit ziehen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PROVISIONAL_COMPOSITION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CLOSE+STATE_GRADE	OT+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	danach kurz oder gewöhnlich einwirken lassen und abschließen	Danach kurz oder gewöhnlich einwirken lassen und abschließen	OT_STATE_GRID	SELECTED_RECURRENT					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT_NEXT+GRADE_1+DY_CLOSE	OT=danach; E=kurz; Endkarte=Schluss	danach kurz einwirken lassen; Schluss	Danach kurz einwirken lassen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
