group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision	ambiguity_resolution_rule	label_frame_resolution_rule	address_core_resolution_rule	nomenclator_resolution
374	A3	f69v	f69v.13	1	A3:G119	okeal	A3_LEFT_RADIAL_SLOT_10	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+AL	ansetzen + kurz + Stelle	NONE	YES	NONE	ansetzen + kurz + Stelle	ansetzen + kurz + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
375	A3	f69v	f69v.14	1	A3:G120	okeod	A3_LEFT_RADIAL_SLOT_11	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+E+O+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + kurz + Arbeitsgang + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
376	A3	f69v	f69v.15	1	A3:G121	oteeys	A3_LEFT_RADIAL_SLOT_12	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+EE+Y+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	danach + laenger + dies + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
377	A3	f69v	f69v.16	1	A3:G122	oteol	A3_LEFT_RADIAL_SLOT_13	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+E+OL	danach + kurz + fortsetzen	NONE	YES	NONE	danach + kurz + fortsetzen	danach + kurz + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
378	A3	f69v	f69v.17	1	A3:G123	ykeydy	A3_LEFT_RADIAL_SLOT_14	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+K+E+Y+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+K+E+Y+DY || Y+K+E+Y+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + zufuehren + kurz + dies + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
379	A3	f69v	f69v.18	1	A3:G124	okeod	A3_LEFT_RADIAL_SLOT_15	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+E+O+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + kurz + Arbeitsgang + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
380	A3	f69v	f69v.19	1	A3:G125	saral	A3_LEFT_RADIAL_SLOT_16	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR+AL	von dort + Stelle	NONE	YES	NONE	von dort + Stelle	von dort + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
381	A3	f69v	f69v.20	1	A3:G126	saiir	A3_LEFT_RADIAL_SLOT_17	A69_LEFT_28_PLACE_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	S_ADDR+A_ADDR+I_COUNT+I_COUNT+R	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + Nebenadresse + Zaehlstrich + Zaehlstrich + abkuehlen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE
382	A3	f69v	f69v.21	1	A3:G127	okolar	A3_LEFT_RADIAL_SLOT_18	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+OL+AR	ansetzen + fortsetzen + von dort	NONE	YES	NONE	ansetzen + fortsetzen + von dort	ansetzen + fortsetzen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
383	A3	f69v	f69v.22	1	A3:G128	ykeody	A3_LEFT_RADIAL_SLOT_19	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+K+E+O+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+K+E+O+DY || Y+K+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + zufuehren + kurz + Arbeitsgang + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
384	A3	f69v	f69v.23	1	A3:G129	sarydy	A3_LEFT_RADIAL_SLOT_20	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	AR+Y+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	AR+Y+DY || AR+Y+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	von dort + dies + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
385	A3	f69v	f69v.24	1	A3:G130	otchy	A3_LEFT_RADIAL_SLOT_21	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+Y	danach + dies	NONE	YES	NONE	danach + dies	danach + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
386	A3	f69v	f69v.25	1	A3:G131	okeey	A3_LEFT_RADIAL_SLOT_22	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	0275fbf14e07935b0a45	OK+EE+Y	länger ansetzen	NONE	YES	NONE	länger ansetzen	länger ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
387	A3	f69v	f69v.25	2	A3:G132	dy	A3_LEFT_RADIAL_SLOT_22	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
388	A3	f69v	f69v.26	1	A3:G133	okey	A3_LEFT_RADIAL_SLOT_23	A69_LEFT_28_PLACE_WHEEL	EXACT_PROSE_SURFACE	08bd5ca0c2ad137a056d	OK+E+Y	kurz ansetzen	NONE	YES	NONE	kurz ansetzen	kurz ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
389	A3	f69v	f69v.26	2	A3:G134	d	A3_LEFT_RADIAL_SLOT_23	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
390	A3	f69v	f69v.27	1	A3:G135	okeod	A3_LEFT_RADIAL_SLOT_24	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+E+O+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + kurz + Arbeitsgang + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
391	A3	f69v	f69v.28	1	A3:G136	okodchy	A3_LEFT_RADIAL_SLOT_25	A69_LEFT_28_PLACE_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	OK+O+D_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + Arbeitsgang + Teiladresse + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED
392	A3	f69v	f69v.29	1	A3:G137	okeody	A3_LEFT_RADIAL_SLOT_26	A69_LEFT_28_PLACE_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+E+O+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+E+O+DY || OK+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + kurz + Arbeitsgang + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
393	A3	f69v	f69v.30	1	A3:G138	okcheys	A3_LEFT_RADIAL_SLOT_27	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+Y+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + dies + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
394	A3	f69v	f69v.31	1	A3:G139	oar	A3_LEFT_RADIAL_SLOT_28	A69_LEFT_28_PLACE_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AR	Arbeitsgang + von dort	NONE	YES	NONE	Arbeitsgang + von dort	Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED
395	A3	f69v	f69v.31	2	A3:G140	alys	A3_LEFT_RADIAL_SLOT_28	A69_LEFT_28_PLACE_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	AL+Y+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Stelle + dies + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED
