surface	component_recipe	portable_core_de	events	physical_pages	registers	layers	cross_layer	cross_register	event_ids
qokylddy	OK+Y+LD+DY	SETZEN · DIES · BEFESTIGEN · SCHLIESSEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1634
qol	OL	FORTSETZEN	16	f55v|f75r|f81v|f82r|f83r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0287|P912-E0598|P912-E0600|P912-E0606|P912-E0644|P912-E0686|P912-E0928|P912-E0965|P912-E1054|P912-E1057|P912-E1077|P912-E1091|P912-E1153|P912-E1281|P912-E1290|P912-E1465
qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLIESSEN	2	f81v|f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1014|P912-E1122
qolchey	OL+Y	FORTSETZEN · DIES	1	f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E1624
qoldy	OL+DY	FORTSETZEN · SCHLIESSEN	2	f75r|f81v	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0451|P912-E1044
qolkain	SOLK+AIN	AUFFANGEN · EINHEIT	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1703
qolkary	SOLK+AR+Y	AUFFANGEN · QUELLE · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0648
qolkeedy	SOLK+EE+D_ADDR+Y	AUFFANGEN · LÄNGER · TEIL · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0933
qolkeeoly	SOLK+EE+OL+Y	AUFFANGEN · LÄNGER · FORTSETZEN · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0570
qolky	SOLK+Y	AUFFANGEN · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1052
qoly	OL+Y	FORTSETZEN · DIES	2	f75r|f82r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0666|P912-E1274
qool	CARRIER_Q+O+OL	BEGINNEN · AUSFÜHREN · FORTSETZEN	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0243
qoor	CARRIER_Q+O+OR	BEGINNEN · AUSFÜHREN · SATZ	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2410
qop	CARRIER_Q+O+P	BEGINNEN · AUSFÜHREN · EINSETZEN	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0948
qopchedy	CARRIER_Q+O+P+CHD+Y	BEGINNEN · AUSFÜHREN · EINSETZEN · UMSETZEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1410
qopchy	O+P+Y	AUSFÜHREN · EINSETZEN · DIES	3	f13r|f67r2	CELESTIAL_LOOKUP|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0156|P912-E0191|P912-E1792
qopol	CARRIER_Q+O+P+OL	BEGINNEN · AUSFÜHREN · EINSETZEN · FORTSETZEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1188
qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	BEGINNEN · AUSFÜHREN · EINSETZEN · HALTEN · TEIL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1483
qopy	CARRIER_Q+O+P+Y	BEGINNEN · AUSFÜHREN · EINSETZEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1484
qor	OR	SATZ	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0615
qosheedy	CARRIER_Q+O+SH+EE+D_ADDR+Y	BEGINNEN · AUSFÜHREN · HALTEN · LÄNGER · TEIL · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1113
qot	OT	DANACH	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0359
qotaiin	OT+AIIN	DANACH · SOLLWERT	3	f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1158|P912-E1343|P912-E1442
qotain	OT+AIN	DANACH · EINHEIT	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1046
qotair	OT+AIR	DANACH · LAUF	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2091
qotal	OT+AL	DANACH · ZIEL	5	f82r|f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E1176|P912-E1191|P912-E1423|P912-E1430|P912-E1714
qotan	OT+AN	DANACH · ZUSATZ	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0702
qotar	OT+AR	DANACH · QUELLE	4	f75r|f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0445|P912-E0519|P912-E0733|P912-E1739
qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLIESSEN	2	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1544|P912-E1657
qotchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	2	f10r|f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0041|P912-E0197
qotchor	OT+CH+OR	DANACH · NEHMEN · SATZ	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0063
qotchy	OT+Y	DANACH · DIES	5	f10r|f11r|f56r	HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0024|P912-E0091|P912-E0148|P912-E0416|P912-E0421
qotedaiin	OT+E+AIIN	DANACH · KURZ · SOLLWERT	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1604
qotedor	OT+E+D_ADDR+OR	DANACH · KURZ · TEIL · SATZ	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1189
qotedy	OT+E+DY	DANACH · KURZ · SCHLIESSEN	5	f75r|f81v|f82r|f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0836|P912-E1084|P912-E1205|P912-E1356|P912-E1609
qoteeal	OT+EE+AL	DANACH · LÄNGER · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2349
qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLIESSEN	8	f75r|f82r|f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0808|P912-E1149|P912-E1337|P912-E1417|P912-E1449|P912-E1468|P912-E1469|P912-E1581
qoteeol	OT+EE+OL	DANACH · LÄNGER · FORTSETZEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1345
qoteey	OT+EE+Y	DANACH · LÄNGER · DIES	4	f75r|f82r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0807|P912-E1242|P912-E1359|P912-E1362
qoteor	OT+E+OR	DANACH · KURZ · SATZ	2	f69v|f82r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E1178|P912-E2089
qotoear	OT+O+E+AR	DANACH · AUSFÜHREN · KURZ · QUELLE	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1876
qotor	OT+OR	DANACH · SATZ	3	f10r	HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0019|P912-E0086|P912-E0092
qoty	OT+Y	DANACH · DIES	10	f10r|f11r|f13r|f75r|f81v|f82r|f83r	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0085|P912-E0110|P912-E0168|P912-E0671|P912-E0952|P912-E0980|P912-E1357|P912-E1358|P912-E1372|P912-E1444
qoy	O+Y	AUSFÜHREN · DIES	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0207
qsg	CARRIER_Q+S+G_LABEL	BEGINNEN · AUSWÄHLEN · PRÜFEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1857
r	R	MARKIEREN	10	f56r|f67r2|f75r|f81v|f82r|f83r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0398|P912-E0424|P912-E0478|P912-E0542|P912-E0997|P912-E1173|P912-E1210|P912-E1233|P912-E1481|P912-E1815
ra	R+A_ADDR	MARKIEREN · ORT	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1239
rag	R+A_ADDR+G_LABEL	MARKIEREN · ORT · PRÜFEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1367
raiin	R+AIIN	MARKIEREN · SOLLWERT	4	f70v|f82r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E1307|P912-E1311|P912-E1360|P912-E2148
rain	R+AIN	MARKIEREN · EINHEIT	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1385
ral	R+AL	MARKIEREN · ZIEL	2	f81v|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E1018|P912-E2376
ralchey	R+AL+CH+E+Y	MARKIEREN · ZIEL · NEHMEN · KURZ · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1248
raly	R+AL+Y	MARKIEREN · ZIEL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1735
ram	R+AM_ADDR	MARKIEREN · INNEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0660
rasy	R+A_ADDR+S+Y	MARKIEREN · ORT · AUSWÄHLEN · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1293
rchedy	R+CHD+Y	MARKIEREN · UMSETZEN · DIES	2	f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1354|P912-E1448
rches	R+CH+E+S	MARKIEREN · NEHMEN · KURZ · AUSWÄHLEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1418
rchey	R+CH+E+Y	MARKIEREN · NEHMEN · KURZ · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1182
rchs	R+CH+S	MARKIEREN · NEHMEN · AUSWÄHLEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1486
rol	R+OL	MARKIEREN · FORTSETZEN	3	f75r|f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0679|P912-E0879|P912-E1071
ror	R+OR	MARKIEREN · SATZ	2	f68r1|f75r	BATH_STATION|CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0454|P912-E1962
rshdy	R+SH+D_ADDR+Y	MARKIEREN · HALTEN · TEIL · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1005
rsheal	R+SH+E+AL	MARKIEREN · HALTEN · KURZ · ZIEL	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1333
rshedy	R+SHED+DY	MARKIEREN · ABSETZEN · SCHLIESSEN	2	f75r|f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0796|P912-E1336
rsheedy	R+SH+EE+D_ADDR+Y	MARKIEREN · HALTEN · LÄNGER · TEIL · DIES	2	f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1370|P912-E1466
rtain	R+T+AIN	MARKIEREN · EINSTELLEN · EINHEIT	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1747
ry	R+Y	MARKIEREN · DIES	2	f75r|f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0613|P912-E1322
s	S	AUSWÄHLEN	27	f11r|f13r|f55v|f56r|f67r2|f70v|f75r|f81v|f82r|f83r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0138|P912-E0146|P912-E0170|P912-E0172|P912-E0216|P912-E0306|P912-E0413|P912-E0746|P912-E0916|P912-E1236|P912-E1258|P912-E1493|P912-E1520|P912-E1651|P912-E1665|P912-E1750|P912-E1778|P912-E1893|P912-E1899|P912-E2151|P912-E2217|P912-E2263|P912-E2384|P912-E2438|P912-E2440|P912-E2469|P912-E2485
saii	S+AIIN	AUSWÄHLEN · SOLLWERT	1	f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E1655
saiin	S+AIIN	AUSWÄHLEN · SOLLWERT	9	f67r2|f70v|f75r|f81v|f83r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0571|P912-E0881|P912-E1537|P912-E1588|P912-E1640|P912-E1674|P912-E1821|P912-E2204|P912-E2401
saiir	S+AIIN+R	AUSWÄHLEN · SOLLWERT · MARKIEREN	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2129
sain	S+AIN	AUSWÄHLEN · EINHEIT	9	f67r2|f75r|f82r|f83r	BATH_STATION|CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0557|P912-E0568|P912-E0649|P912-E0653|P912-E0818|P912-E1386|P912-E1572|P912-E1669|P912-E1801
saino	S+AIN+O	AUSWÄHLEN · EINHEIT · AUSFÜHREN	1	f75r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E0855
sair	S+AIR	AUSWÄHLEN · LAUF	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1522
sal	S+AL	AUSWÄHLEN · ZIEL	7	f67r2|f70v|f75r|f81v|f82r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0517|P912-E0848|P912-E1079|P912-E1306|P912-E1874|P912-E2187|P912-E2241
salchedy	S+AL+CHD+Y	AUSWÄHLEN · ZIEL · UMSETZEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1646
salcheol	S+AL+CHEO+L	AUSWÄHLEN · ZIEL · AUSZUG · LEITEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1517
salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	AUSWÄHLEN · ZIEL · NEHMEN · EINSTELLEN · KURZ · TEIL · DIES · EINSTELLEN · QUELLE	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1063
saldal	S+AL+DA+L	AUSWÄHLEN · ZIEL · ZWEIT · LEITEN	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1879
saldy	S+AL+DY	AUSWÄHLEN · ZIEL · SCHLIESSEN	1	f75r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E0856
salols	S_LABEL+AL+OL+S_LABEL	RAHMEN · ZIEL · FORTSETZEN · RAHMEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2336
salsain	S+AL+S+AIN	AUSWÄHLEN · ZIEL · AUSWÄHLEN · EINHEIT	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1806
salsaly	S+AL+S+AL+Y	AUSWÄHLEN · ZIEL · AUSWÄHLEN · ZIEL · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2427
salshcthdy	S+A_ADDR+LSH+CTH+D_ADDR+Y	AUSWÄHLEN · ORT · SPÜLEN · BEREIT · TEIL · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0995
salshey	S+A_ADDR+LSH+E+Y	AUSWÄHLEN · ORT · SPÜLEN · KURZ · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1278
sam	S+AM_ADDR	AUSWÄHLEN · INNEN	3	f83r|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E1497|P912-E2387|P912-E2414
sar	S+AR	AUSWÄHLEN · QUELLE	11	f55v|f69v|f75r|f81v|f82r|f83r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0246|P912-E0603|P912-E0638|P912-E0873|P912-E1151|P912-E1569|P912-E1598|P912-E1715|P912-E2007|P912-E2112|P912-E2383
saral	S+AR+AL	AUSWÄHLEN · QUELLE · ZIEL	2	f67r2|f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	NO	P912-E1800|P912-E2128
sarol	S+AR+OL	AUSWÄHLEN · QUELLE · FORTSETZEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0833
sarydy	S+AR+Y+D_ADDR+Y	AUSWÄHLEN · QUELLE · DIES · TEIL · DIES	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2132
sasoldal	S+A_ADDR+S+OL+DA+L	AUSWÄHLEN · ORT · AUSWÄHLEN · FORTSETZEN · ZWEIT · LEITEN	1	f83r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1731
schedair	CHD+AIR	UMSETZEN · LAUF	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1599
schedy	CHD+DY	UMSETZEN · SCHLIESSEN	2	f81v|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0927|P912-E1451
schety	S+CH+E+T+Y	AUSWÄHLEN · NEHMEN · KURZ · EINSTELLEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1559
schey	S+CH+E+Y	AUSWÄHLEN · NEHMEN · KURZ · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0429
schoal	SH+O+AL	HALTEN · AUSFÜHREN · ZIEL	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0094
schol	RESUME_CARD	WIEDER	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0382
sh	SH	HALTEN	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0406
shaiin	SH+AIIN	HALTEN · SOLLWERT	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0175
shal	SH+AL	HALTEN · ZIEL	2	f70v|f75r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0591|P912-E2347
shchey	SH+Y	HALTEN · DIES	2	f70v|f81v	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E1088|P912-E2303
shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLIESSEN	3	f81v|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1109|P912-E1638|P912-E1639
shckhey	SH+CKH+E+Y	HALTEN · DURCHLASS · KURZ · DIES	2	f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1289|P912-E1556
shckhy	SH+CKH+Y	HALTEN · DURCHLASS · DIES	4	f75r|f81v|f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0654|P912-E0830|P912-E1033|P912-E1116
shcthey	SH+CTH+E+Y	HALTEN · BEREIT · KURZ · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1502
shcthy	SH+CTH+Y	HALTEN · BEREIT · DIES	2	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1534|P912-E1542
shdy	SH+D_ADDR+Y	HALTEN · TEIL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1567
sheal	SH+E+AL	HALTEN · KURZ · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2181
shear	SH+E+AR	HALTEN · KURZ · QUELLE	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2487
shechy	SH+E+CH+Y	HALTEN · KURZ · NEHMEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1558
sheckhal	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIEL	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0922
sheckhdy	SH+E+CKH+D_ADDR+Y	HALTEN · KURZ · DURCHLASS · TEIL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1512
sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	3	f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1141|P912-E1155|P912-E1509
shecth	SH+E+CTH	HALTEN · KURZ · BEREIT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2238
shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREIT · UMSETZEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1472
shecthedy	SH+E+CTH+E+D_ADDR+Y	HALTEN · KURZ · BEREIT · KURZ · TEIL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1613
shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREIT · DIES	3	f75r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0685|P912-E1539|P912-E1614
shedaiin	SHED+AIIN	ABSETZEN · SOLLWERT	3	f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1154|P912-E1378|P912-E1570
shedal	SHED+AL	ABSETZEN · ZIEL	2	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1538|P912-E1722
shedkedy	SHED+K+E+D_ADDR+Y	ABSETZEN · GEBEN · KURZ · TEIL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1482
shedy	SHED+DY	ABSETZEN · SCHLIESSEN	46	f75r|f81v|f82r|f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0446|P912-E0535|P912-E0575|P912-E0594|P912-E0599|P912-E0673|P912-E0714|P912-E0721|P912-E0728|P912-E0732|P912-E0734|P912-E0738|P912-E0761|P912-E0791|P912-E0793|P912-E0844|P912-E0931|P912-E0968|P912-E1001|P912-E1013|P912-E1024|P912-E1031|P912-E1068|P912-E1152|P912-E1163|P912-E1251|P912-E1252|P912-E1269|P912-E1273|P912-E1341|P912-E1363|P912-E1409|P912-E1438|P912-E1446|P912-E1499|P912-E1519|P912-E1529|P912-E1563|P912-E1574|P912-E1577|P912-E1611|P912-E1622|P912-E1633|P912-E1644|P912-E1689|P912-E1717
sheeal	SH+EE+AL	HALTEN · LÄNGER · ZIEL	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1315
sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLIESSEN	7	f75r|f81v|f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0580|P912-E0597|P912-E0688|P912-E0932|P912-E1170|P912-E1316|P912-E1505
sheekchy	SH+EE+K+CH+Y	HALTEN · LÄNGER · GEBEN · NEHMEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1667
sheeky	SH+EE+K+Y	HALTEN · LÄNGER · GEBEN · DIES	2	f75r|f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0460|P912-E0985
sheeol	SH+EE+OL	HALTEN · LÄNGER · FORTSETZEN	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2452
sheeos	SH+EE+O+S_ADDR	HALTEN · LÄNGER · AUSFÜHREN · STERNORT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2257
shees	SH+EE+S	HALTEN · LÄNGER · AUSWÄHLEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1917
