surface	component_recipe	atomic_pocket_gloss_de	workshop_composition_de	image_composition_de	events	physical_pages	registers	observed_channels	channel_class
okolar	OK+OL+AR	START + WEITER + QUELLE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; Entnahmestelle	Bildplatz aktivieren; dieselbe Reihe fortführen; Quell- oder Bezugsstelle	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okolshy	OK+OL+SH+Y	START + WEITER + HALT + DIES	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieselbe Reihe fortführen; Bezug festhalten; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okoly	OK+OL+Y	START + WEITER + DIES	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieselbe Reihe fortführen; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okor	OK+OR	START + EINTRAG	Arbeitsgang ansetzen; Ansatz oder Zubereitung	Bildplatz aktivieren; Eintragsklasse	1	f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okorory	OK+OR+OR+Y	START + EINTRAG + EINTRAG + DIES	Arbeitsgang ansetzen; Ansatz oder Zubereitung; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Bildplatz aktivieren; Eintragsklasse; Eintragsklasse; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
okshor	OK+SH+OR	START + HALT + EINTRAG	Arbeitsgang ansetzen; Arbeitsgegenstand halten; Ansatz oder Zubereitung	Bildplatz aktivieren; Bezug festhalten; Eintragsklasse	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
okydy	OK+Y+DY	START + DIES + ENDE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand; Arbeitsschritt schließen	Bildplatz aktivieren; dieser Bildplatz; Bildeintrag schließen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
olcthdy	OL+CTH+D_ADDR+Y	WEITER + BEREIT + UNTER + DIES	im selben Arbeitsgang fortfahren; bis bereit führen; bezeichneter Teil; dieser Arbeitsgegenstand	dieselbe Reihe fortführen; Bereitschaftsklasse; Unterplatz; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
oldair	OL+D_ADDR+AIR	WEITER + UNTER + LAUFWEG	im selben Arbeitsgang fortfahren; bezeichneter Teil; Flüssigkeits- oder Stationslauf	dieselbe Reihe fortführen; Unterplatz; Ringlauf	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
oldal	OL+DA+L	WEITER + ZWEIT + VERBINDUNG	im selben Arbeitsgang fortfahren; zweite Arbeitsstufe; entlang des Arbeitswegs führen	dieselbe Reihe fortführen; zweite Bildstufe; Bildverbindung	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
oldar	OL+DA+R	WEITER + ZWEIT + MARKE	im selben Arbeitsgang fortfahren; zweite Arbeitsstufe; Zustand kennzeichnen	dieselbe Reihe fortführen; zweite Bildstufe; Zustandsmarke	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
olkal	OL+K+AL	WEITER + ZUORDNUNG + ZIEL	im selben Arbeitsgang fortfahren; Material zugeben; Ziel- oder Anschlussstelle	dieselbe Reihe fortführen; Wert zuordnen; Zielplatz	1	f81v	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
olkar	SOLK+AR	SAMMELN + QUELLE	auffangen; Entnahmestelle	Sammelstelle; Quell- oder Bezugsstelle	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
olkedy	SOLK+E+DY	SAMMELN + KURZ + ENDE	auffangen; kurz oder direkt; Arbeitsschritt schließen	Sammelstelle; erster Grad; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
olkeechy	OL+K+EE+CH+Y	WEITER + ZUORDNUNG + LANG + AUSWAHL + DIES	im selben Arbeitsgang fortfahren; Material zugeben; länger oder gehalten; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	dieselbe Reihe fortführen; Wert zuordnen; zweiter Grad; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
olkeol	OL+K+E+OL	WEITER + ZUORDNUNG + KURZ + WEITER	im selben Arbeitsgang fortfahren; Material zugeben; kurz oder direkt; im selben Arbeitsgang fortfahren	dieselbe Reihe fortführen; Wert zuordnen; erster Grad; dieselbe Reihe fortführen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
olkoky	OL+K+OK+Y	WEITER + ZUORDNUNG + START + DIES	im selben Arbeitsgang fortfahren; Material zugeben; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	dieselbe Reihe fortführen; Wert zuordnen; Bildplatz aktivieren; dieser Bildplatz	1	f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
olky	SOLK+Y	SAMMELN + DIES	auffangen; dieser Arbeitsgegenstand	Sammelstelle; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
olol	OL+OL	WEITER + WEITER	im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren	dieselbe Reihe fortführen; dieselbe Reihe fortführen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
olom	OL+O+AM_ADDR	WEITER + GANG + INNEN	im selben Arbeitsgang fortfahren; Arbeitsgang ausführen; Innenstelle	dieselbe Reihe fortführen; Reihe aufrufen; Innenplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
olqo	OL+CARRIER_Q+O	WEITER + EINTRITT + GANG	im selben Arbeitsgang fortfahren; neuen Kartenblock beginnen; Arbeitsgang ausführen	dieselbe Reihe fortführen; Eintrittsform einer Bildkarte; Reihe aufrufen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
olsaiin	OL+S+AIIN	WEITER + WAHL + SOLLWERT	im selben Arbeitsgang fortfahren; Arbeitsvariante auswählen; Sollmaß	dieselbe Reihe fortführen; Bildklasse auswählen; verzeichneter Sollwert	1	f83r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
olsaly	OL+AL+Y	WEITER + ZIEL + DIES	im selben Arbeitsgang fortfahren; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	dieselbe Reihe fortführen; Zielplatz; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
olsheedy	OL+SH+EE+DY	WEITER + HALT + LANG + ENDE	im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; länger oder gehalten; Arbeitsschritt schließen	dieselbe Reihe fortführen; Bezug festhalten; zweiter Grad; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
olsheody	O+LSH+E+O+D_ADDR+Y	GANG + SPUELEN + KURZ + GANG + UNTER + DIES	Arbeitsgang ausführen; spülen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Reihe aufrufen; Spülklasse; erster Grad; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
oltchy	OL+T+Y	WEITER + EINSTELLUNG + DIES	im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; dieser Arbeitsgegenstand	dieselbe Reihe fortführen; Platz oder Wert einstellen; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
oltedy	OL+T+E+DY	WEITER + EINSTELLUNG + KURZ + ENDE	im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; kurz oder direkt; Arbeitsschritt schließen	dieselbe Reihe fortführen; Platz oder Wert einstellen; erster Grad; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
oparchy	O+P+AR+CH+Y	GANG + EINSATZ + QUELLE + AUSWAHL + DIES	Arbeitsgang ausführen; Material einsetzen; Entnahmestelle; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Reihe aufrufen; Platz besetzen; Quell- oder Bezugsstelle; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
opcheeol	O+P+CH+EE+OL	GANG + EINSATZ + AUSWAHL + LANG + WEITER	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; länger oder gehalten; im selben Arbeitsgang fortfahren	Reihe aufrufen; Platz besetzen; Klasse oder Figur kennzeichnen; zweiter Grad; dieselbe Reihe fortführen	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
opcheoldair	O+P+CH+E+OL+D_ADDR+AIR	GANG + EINSATZ + AUSWAHL + KURZ + WEITER + UNTER + LAUFWEG	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; kurz oder direkt; im selben Arbeitsgang fortfahren; bezeichneter Teil; Flüssigkeits- oder Stationslauf	Reihe aufrufen; Platz besetzen; Klasse oder Figur kennzeichnen; erster Grad; dieselbe Reihe fortführen; Unterplatz; Ringlauf	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
opchey	O+P+Y	GANG + EINSATZ + DIES	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand	Reihe aufrufen; Platz besetzen; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
opcholdy	O+P+OL+D_ADDR+Y	GANG + EINSATZ + WEITER + UNTER + DIES	Arbeitsgang ausführen; Material einsetzen; im selben Arbeitsgang fortfahren; bezeichneter Teil; dieser Arbeitsgegenstand	Reihe aufrufen; Platz besetzen; dieselbe Reihe fortführen; Unterplatz; dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
opchor	O+P+CH+OR	GANG + EINSATZ + AUSWAHL + EINTRAG	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Reihe aufrufen; Platz besetzen; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
opchy	O+P+Y	GANG + EINSATZ + DIES	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand	Reihe aufrufen; Platz besetzen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
opedy	O+P+E+DY	GANG + EINSATZ + KURZ + ENDE	Arbeitsgang ausführen; Material einsetzen; kurz oder direkt; Arbeitsschritt schließen	Reihe aufrufen; Platz besetzen; erster Grad; Bildeintrag schließen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
opodchol	O+P+O+D_ADDR+OL	GANG + EINSATZ + GANG + UNTER + WEITER	Arbeitsgang ausführen; Material einsetzen; Arbeitsgang ausführen; bezeichneter Teil; im selben Arbeitsgang fortfahren	Reihe aufrufen; Platz besetzen; Reihe aufrufen; Unterplatz; dieselbe Reihe fortführen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
opotey	O+P+O+T+E+Y	GANG + EINSATZ + GANG + EINSTELLUNG + KURZ + DIES	Arbeitsgang ausführen; Material einsetzen; Arbeitsgang ausführen; Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand	Reihe aufrufen; Platz besetzen; Reihe aufrufen; Platz oder Wert einstellen; erster Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
opshedy	O+P+SHED+Y	GANG + EINSATZ + ABSETZEN + DIES	Arbeitsgang ausführen; Material einsetzen; absetzen lassen; dieser Arbeitsgegenstand	Reihe aufrufen; Platz besetzen; Absetzklasse; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
opysam	O+P+Y+S_ADDR+AM_ADDR	GANG + EINSATZ + DIES + STERNORT + INNEN	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand; bezeichnete s-Stelle; Innenstelle	Reihe aufrufen; Platz besetzen; dieser Bildplatz; Stern- oder s-Stelle; Innenplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oqokain	O+OK+AIN	GANG + START + EINHEIT	Arbeitsgang ausführen; Arbeitsgang ansetzen; Portion	Reihe aufrufen; Bildplatz aktivieren; Einheit oder Index	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
oqotor	O+OT+OR	GANG + NAECHST + EINTRAG	Arbeitsgang ausführen; danach oder nächster Posten; Ansatz oder Zubereitung	Reihe aufrufen; nächster Bildplatz; Eintragsklasse	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
orain	OR+AIN	EINTRAG + EINHEIT	Ansatz oder Zubereitung; Portion	Eintragsklasse; Einheit oder Index	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
orald	OR+AL+D_ADDR	EINTRAG + ZIEL + UNTER	Ansatz oder Zubereitung; Ziel- oder Anschlussstelle; bezeichneter Teil	Eintragsklasse; Zielplatz; Unterplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oraly	OR+AL+Y	EINTRAG + ZIEL + DIES	Ansatz oder Zubereitung; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Eintragsklasse; Zielplatz; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
oram	OR+A_ADDR+AM_ADDR	EINTRAG + ADRESSE + INNEN	Ansatz oder Zubereitung; lokale Arbeitsstelle; Innenstelle	Eintragsklasse; lokale Bildadresse; Innenplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oran	OR+AN	EINTRAG + ZUSATZ	Ansatz oder Zubereitung; weiteren Posten zugeben	Eintragsklasse; zusätzlicher Eintrag	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
orchey	OR+Y	EINTRAG + DIES	Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Eintragsklasse; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
orchor	OR+CH+OR	EINTRAG + AUSWAHL + EINTRAG	Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Eintragsklasse; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
oroldair	OR+OL+D_ADDR+AIR	EINTRAG + WEITER + UNTER + LAUFWEG	Ansatz oder Zubereitung; im selben Arbeitsgang fortfahren; bezeichneter Teil; Flüssigkeits- oder Stationslauf	Eintragsklasse; dieselbe Reihe fortführen; Unterplatz; Ringlauf	1	f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
ory	OR+Y	EINTRAG + DIES	Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Eintragsklasse; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
osain	O+S+AIN	GANG + WAHL + EINHEIT	Arbeitsgang ausführen; Arbeitsvariante auswählen; Portion	Reihe aufrufen; Bildklasse auswählen; Einheit oder Index	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
osal	O+S+AL	GANG + WAHL + ZIEL	Arbeitsgang ausführen; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle	Reihe aufrufen; Bildklasse auswählen; Zielplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
osar	O+S+AR	GANG + WAHL + QUELLE	Arbeitsgang ausführen; Arbeitsvariante auswählen; Entnahmestelle	Reihe aufrufen; Bildklasse auswählen; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
osdaiin	O+S+D_ADDR+AIIN	GANG + WAHL + UNTER + SOLLWERT	Arbeitsgang ausführen; Arbeitsvariante auswählen; bezeichneter Teil; Sollmaß	Reihe aufrufen; Bildklasse auswählen; Unterplatz; verzeichneter Sollwert	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oshedy	O+SHED+Y	GANG + ABSETZEN + DIES	Arbeitsgang ausführen; absetzen lassen; dieser Arbeitsgegenstand	Reihe aufrufen; Absetzklasse; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
ot	OT	NAECHST	danach oder nächster Posten	nächster Bildplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otair	OT+AIR	NAECHST + LAUFWEG	danach oder nächster Posten; Flüssigkeits- oder Stationslauf	nächster Bildplatz; Ringlauf	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otakaizan	OT+A_ADDR+K+AIN+Z_ADDR+AN	NAECHST + ADRESSE + ZUORDNUNG + EINHEIT + AUSSEN + ZUSATZ	danach oder nächster Posten; lokale Arbeitsstelle; Material zugeben; Portion; am Außenplatz; weiteren Posten zugeben	nächster Bildplatz; lokale Bildadresse; Wert zuordnen; Einheit oder Index; Außenplatz; zusätzlicher Eintrag	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otaky	OT+A_ADDR+K+Y	NAECHST + ADRESSE + ZUORDNUNG + DIES	danach oder nächster Posten; lokale Arbeitsstelle; Material zugeben; dieser Arbeitsgegenstand	nächster Bildplatz; lokale Bildadresse; Wert zuordnen; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
otalaiin	OT+AL+AIIN	NAECHST + ZIEL + SOLLWERT	danach oder nächster Posten; Ziel- oder Anschlussstelle; Sollmaß	nächster Bildplatz; Zielplatz; verzeichneter Sollwert	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otalal	OT+AL+AL	NAECHST + ZIEL + ZIEL	danach oder nächster Posten; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle	nächster Bildplatz; Zielplatz; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otalalg	OT+AL+AL+G_LABEL	NAECHST + ZIEL + ZIEL + PRUEFMARKE	danach oder nächster Posten; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle; Prüfmarke setzen	nächster Bildplatz; Zielplatz; Zielplatz; Prüfmarke am Eintrag	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otalam	OT+AL+AM_ADDR	NAECHST + ZIEL + INNEN	danach oder nächster Posten; Ziel- oder Anschlussstelle; Innenstelle	nächster Bildplatz; Zielplatz; Innenplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otalar	OT+AL+AR	NAECHST + ZIEL + QUELLE	danach oder nächster Posten; Ziel- oder Anschlussstelle; Entnahmestelle	nächster Bildplatz; Zielplatz; Quell- oder Bezugsstelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otalchy	OT+AL+Y	NAECHST + ZIEL + DIES	danach oder nächster Posten; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	nächster Bildplatz; Zielplatz; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otald	OT+AL+D_LABEL	NAECHST + ZIEL + RAND	danach oder nächster Posten; Ziel- oder Anschlussstelle; am Rand abschließen	nächster Bildplatz; Zielplatz; Randmarke	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otaldal	OT+AL+AL	NAECHST + ZIEL + ZIEL	danach oder nächster Posten; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle	nächster Bildplatz; Zielplatz; Zielplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otaldar	OT+AL+D_ADDR+AR	NAECHST + ZIEL + UNTER + QUELLE	danach oder nächster Posten; Ziel- oder Anschlussstelle; bezeichneter Teil; Entnahmestelle	nächster Bildplatz; Zielplatz; Unterplatz; Quell- oder Bezugsstelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otaza	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	NAECHST + ADRESSE + ZWISCHEN + ADRESSE	danach oder nächster Posten; lokale Arbeitsstelle; zwischen zwei Stellen; lokale Arbeitsstelle	nächster Bildplatz; lokale Bildadresse; Zwischenadresse; lokale Bildadresse	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otchedy	OT+CHD+DY	NAECHST + WECHSEL + ENDE	danach oder nächster Posten; Arbeitsgut umsetzen; Arbeitsschritt schließen	nächster Bildplatz; zu Gegen- oder Folgeplatz wechseln; Bildeintrag schließen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
otcheody	OT+CHEO+D_ADDR+Y	NAECHST + AUSZUG + UNTER + DIES	danach oder nächster Posten; Auszug; bezeichneter Teil; dieser Arbeitsgegenstand	nächster Bildplatz; lokaler Eintrag; Unterplatz; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otchl	OT+CH+L	NAECHST + AUSWAHL + VERBINDUNG	danach oder nächster Posten; bezeichneten Anteil entnehmen; entlang des Arbeitswegs führen	nächster Bildplatz; Klasse oder Figur kennzeichnen; Bildverbindung	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
otchodals	OT+CH+O+AL+S_ADDR	NAECHST + AUSWAHL + GANG + ZIEL + STERNORT	danach oder nächster Posten; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Ziel- oder Anschlussstelle; bezeichnete s-Stelle	nächster Bildplatz; Klasse oder Figur kennzeichnen; Reihe aufrufen; Zielplatz; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otchoshor	OT+CH+O+SH+OR	NAECHST + AUSWAHL + GANG + HALT + EINTRAG	danach oder nächster Posten; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsgegenstand halten; Ansatz oder Zubereitung	nächster Bildplatz; Klasse oder Figur kennzeichnen; Reihe aufrufen; Bezug festhalten; Eintragsklasse	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
otchykey	OT+Y+K+E+Y	NAECHST + DIES + ZUORDNUNG + KURZ + DIES	danach oder nächster Posten; dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand	nächster Bildplatz; dieser Bildplatz; Wert zuordnen; erster Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otear	OT+E+AR	NAECHST + KURZ + QUELLE	danach oder nächster Posten; kurz oder direkt; Entnahmestelle	nächster Bildplatz; erster Grad; Quell- oder Bezugsstelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otecheo	OT+E+CHEO	NAECHST + KURZ + AUSZUG	danach oder nächster Posten; kurz oder direkt; Auszug	nächster Bildplatz; erster Grad; lokaler Eintrag	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oteeal	OT+EE+AL	NAECHST + LANG + ZIEL	danach oder nächster Posten; länger oder gehalten; Ziel- oder Anschlussstelle	nächster Bildplatz; zweiter Grad; Zielplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oteeam	OT+EE+AM_ADDR	NAECHST + LANG + INNEN	danach oder nächster Posten; länger oder gehalten; Innenstelle	nächster Bildplatz; zweiter Grad; Innenplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oteedar	OT+EE+AR	NAECHST + LANG + QUELLE	danach oder nächster Posten; länger oder gehalten; Entnahmestelle	nächster Bildplatz; zweiter Grad; Quell- oder Bezugsstelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oteeeor	OT+EEE+OR	NAECHST + VOLL + EINTRAG	danach oder nächster Posten; vollständig; Ansatz oder Zubereitung	nächster Bildplatz; dritter oder voller Grad; Eintragsklasse	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oteeoal	OT+EE+O+AL	NAECHST + LANG + GANG + ZIEL	danach oder nächster Posten; länger oder gehalten; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	nächster Bildplatz; zweiter Grad; Reihe aufrufen; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oteeos	OT+EE+O+S_ADDR	NAECHST + LANG + GANG + STERNORT	danach oder nächster Posten; länger oder gehalten; Arbeitsgang ausführen; bezeichnete s-Stelle	nächster Bildplatz; zweiter Grad; Reihe aufrufen; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
otees	OT+EE+S_ADDR	NAECHST + LANG + STERNORT	danach oder nächster Posten; länger oder gehalten; bezeichnete s-Stelle	nächster Bildplatz; zweiter Grad; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oteeys	OT+EE+Y+S	NAECHST + LANG + DIES + WAHL	danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand; Arbeitsvariante auswählen	nächster Bildplatz; zweiter Grad; dieser Bildplatz; Bildklasse auswählen	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oteoal	OT+E+O+AL	NAECHST + KURZ + GANG + ZIEL	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	nächster Bildplatz; erster Grad; Reihe aufrufen; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oteoarar	OT+E+O+AR+AR	NAECHST + KURZ + GANG + QUELLE + QUELLE	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; Entnahmestelle; Entnahmestelle	nächster Bildplatz; erster Grad; Reihe aufrufen; Quell- oder Bezugsstelle; Quell- oder Bezugsstelle	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
oteodaiin	OT+E+O+AIIN	NAECHST + KURZ + GANG + SOLLWERT	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; Sollmaß	nächster Bildplatz; erster Grad; Reihe aufrufen; verzeichneter Sollwert	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
