group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display	namespace_id	local_image_owner	local_content_class	bridge_class	matched_component_ids	matched_component_values_de	matched_character_fraction	residual_local_segments	astro_working_reading_de	orientation_rule	crosspage_rule
279	A3	f69v	f69v.1	24	A3:G024	okeod	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B05_OK_SET	Diagrammposten setzen oder aktivieren	2/5	eod	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
280	A3	f69v	f69v.1	25	A3:G025	y	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	1/1	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
281	A3	f69v	f69v.1	26	A3:G026	dy	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	2/2	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
282	A3	f69v	f69v.1	27	A3:G027	choaiin	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B11_HO_INPUT|B01_AIIN_VALUE	Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes	6/7	c	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest c.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
283	A3	f69v	f69v.1	28	A3:G028	okar	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B10_AR_SOURCE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	4/4	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
284	A3	f69v	f69v.1	29	A3:G029	okar	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B10_AR_SOURCE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	4/4	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
285	A3	f69v	f69v.1	30	A3:G030	chol	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:fortsetzen	im selben Ring oder Band fortsetzen	4/4	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
286	A3	f69v	f69v.1	31	A3:G031	chees	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B13_GRADE	lange oder volle Diagrammstufe	2/5	ch/s	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest ch/s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
287	A3	f69v	f69v.1	32	A3:G032	yto	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/3	yto	Radstelle A3_LEFT_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest yto.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
288	A3	f69v	f69v.1	33	A3:G033	odair	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B02_AIR_COURSE	Himmels-, Ring- oder Zeigerlauf	3/5	od	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest od.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
289	A3	f69v	f69v.1	34	A3:G034	oty	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B12_TY_PART_UNIT	Teilsektor oder Untereintrag	2/3	o	Radstelle A3_LEFT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest o.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
290	A3	f69v	f69v.1	35	A3:G035	oteeo	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B13_GRADE	naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe	4/5	o	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest o.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
291	A3	f69v	f69v.1	36	A3:G036	dar	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:daraus	vom bezeichneten Ausgangsplatz	3/3	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
292	A3	f69v	f69v.1	37	A3:G037	o	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/1	o	Radstelle A3_LEFT_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest o.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
293	A3	f69v	f69v.1	38	A3:G038	eykeody	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/7	eykeody	Radstelle A3_LEFT_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest eykeody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
294	A3	f69v	f69v.1	39	A3:G039	dchor	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	Bedingungs-, Tabellen- oder Wahlansatz	2/5	dch	Radstelle A3_LEFT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
295	A3	f69v	f69v.1	40	A3:G040	char	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	LEFT_28_PLACE_WHEEL_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:daraus	vom bezeichneten Ausgangsplatz	4/4	NONE	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
296	A3	f69v	f69v.2	1	A3:G041	yka	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/3	yka	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest yka.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
297	A3	f69v	f69v.2	2	A3:G042	chol	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:fortsetzen	im selben Ring oder Band fortsetzen	4/4	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
298	A3	f69v	f69v.2	3	A3:G043	ykar	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/4	yk	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
299	A3	f69v	f69v.2	4	A3:G044	dal	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dorthin	zum bezeichneten Zielplatz	3/3	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
300	A3	f69v	f69v.2	5	A3:G045	ykady	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/5	ykady	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest ykady.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
301	A3	f69v	f69v.2	6	A3:G046	iokeeor	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B13_GRADE|B08_OR_WORKSET	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Bedingungs-, Tabellen- oder Wahlansatz	6/7	i	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest i.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
302	A3	f69v	f69v.2	7	A3:G047	cheey	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:Klarlauf	abgelesener oder freigegebener Diagrammwert	5/5	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: abgelesener oder freigegebener Diagrammwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
303	A3	f69v	f69v.2	8	A3:G048	choly	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	SINGLE_COMPONENT_BRIDGE	B07_OL_CONTINUE	im selben Ring, Band oder Satz fortsetzen	2/5	ch/y	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
304	A3	f69v	f69v.2	9	A3:G049	ykeeal	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B13_GRADE|B09_AL_TARGET	lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld	4/6	yk	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
305	A3	f69v	f69v.2	10	A3:G050	cheo	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/4	cheo	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest cheo.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
306	A3	f69v	f69v.2	11	A3:G051	oaram	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/5	o/am	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o/am.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
307	A3	f69v	f69v.2	12	A3:G052	ockhy	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	SINGLE_COMPONENT_BRIDGE	B17_PASS	durch Sektor, Ring oder Pruefweg fuehren	3/5	o/y	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
308	A3	f69v	f69v.2	13	A3:G053	sheey	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:laenger ruhen	diese Position laenger halten	5/5	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diese Position laenger halten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
309	A3	f69v	f69v.2	14	A3:G054	aiin	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:Sollmaß	Sollwert oder Grad des bezeichneten Himmelsplatzes	4/4	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
310	A3	f69v	f69v.2	15	A3:G055	y	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	1/1	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
311	A3	f69v	f69v.2	16	A3:G056	daiial	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	SINGLE_COMPONENT_BRIDGE	B09_AL_TARGET	Zielsektor, Zielstern oder Zielfeld	2/6	daii	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest daii.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
312	A3	f69v	f69v.2	17	A3:G057	cheody	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/6	cheody	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest cheody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
313	A3	f69v	f69v.2	18	A3:G058	cheal	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dorthin	zum bezeichneten Zielplatz	5/5	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
314	A3	f69v	f69v.2	19	A3:G059	yetey	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/5	yetey	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest yetey.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
315	A3	f69v	f69v.2	20	A3:G060	chear	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/5	che	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest che.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
316	A3	f69v	f69v.2	21	A3:G061	y	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	1/1	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
317	A3	f69v	f69v.2	22	A3:G062	dy	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	2/2	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
318	A3	f69v	f69v.2	23	A3:G063	ykey	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/4	ykey	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest ykey.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
319	A3	f69v	f69v.2	24	A3:G064	ch	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/2	ch	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest ch.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
320	A3	f69v	f69v.2	25	A3:G065	y	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	1/1	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
321	A3	f69v	f69v.2	26	A3:G066	dy	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	2/2	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
322	A3	f69v	f69v.2	27	A3:G067	chol	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:fortsetzen	im selben Ring oder Band fortsetzen	4/4	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
323	A3	f69v	f69v.2	28	A3:G068	ykar	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/4	yk	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
324	A3	f69v	f69v.2	29	A3:G069	ol	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:fortsetzen	im selben Ring oder Band fortsetzen	2/2	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
