global_running_ordinal	global_running_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	working_core_reading_de	portable_core_inventory	reading_layer	surface_status	admission_color	owner_class	owner_local_reading_de	back_projected_core_reading_de	roundtrip_exact	local_expansion_rule
2101	G407-E2101	f76r	f76r	BIOLOGICAL	f76r.29	2394	P1009-S240	unbebilderter Textabschnitt A7	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN HALTEN · GRAD I · SCHLUSS	HALTEN · GRAD I · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2102	G407-E2102	f76r	f76r	BIOLOGICAL	f76r.29	2395	P1009-S241	unbebilderter Textabschnitt A7	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN HALTEN · GRAD I · SCHLUSS	HALTEN · GRAD I · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2103	G407-E2103	f76r	f76r	BIOLOGICAL	f76r.29	2396	P1009-S242	unbebilderter Textabschnitt A7	qokar	OK+AR	SETZEN · AUSGANG	OK|AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · AUSGANGSSTATION	SETZEN · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2104	G407-E2104	f76r	f76r	BIOLOGICAL	f76r.29	2397	P1009-S242	unbebilderter Textabschnitt A7	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN HALTEN · GRAD I · SCHLUSS	HALTEN · GRAD I · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2105	G407-E2105	f76r	f76r	BIOLOGICAL	f76r.29	2398	P1009-S243	unbebilderter Textabschnitt A7	qokain	OK+AIN	SETZEN · ANTEIL	OK|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · STATIONSANTEIL	SETZEN · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2106	G407-E2106	f76r	f76r	BIOLOGICAL	f76r.29	2399	P1009-S243	unbebilderter Textabschnitt A7	dar	D_ADDR+AR	HIER · AUSGANG	AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	HIER · AUSGANGSSTATION	HIER · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2107	G407-E2107	f76r	f76r	BIOLOGICAL	f76r.29	2400	P1009-S243	unbebilderter Textabschnitt A7	shey	SH+E+Y	HALTEN · GRAD I · POSTEN	SH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN HALTEN · GRAD I · STATIONSPOSTEN	HALTEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2108	G407-E2108	f76r	f76r	BIOLOGICAL	f76r.29	2401	P1009-S243	unbebilderter Textabschnitt A7	lshcthy	L+SH+CH+T+Y	VERBINDUNG · HALTEN · NEHMEN · EINSTELLEN · POSTEN	L|SH|CH|T|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	SICHTBARE VERBINDUNG · POSTEN HALTEN · POSTEN ENTNEHMEN · STATIONSWERT EINSTELLEN · STATIONSPOSTEN	VERBINDUNG · HALTEN · NEHMEN · EINSTELLEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2109	G407-E2109	f76r	f76r	BIOLOGICAL	f76r.29	2402	P1009-S243	unbebilderter Textabschnitt A7	okar	OK+AR	SETZEN · AUSGANG	OK|AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · AUSGANGSSTATION	SETZEN · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2110	G407-E2110	f76r	f76r	BIOLOGICAL	f76r.29	2403	P1009-S243	unbebilderter Textabschnitt A7	okain	OK+AIN	SETZEN · ANTEIL	OK|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · STATIONSANTEIL	SETZEN · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2111	G407-E2111	f76r	f76r	BIOLOGICAL	f76r.29	2404	P1009-S243	unbebilderter Textabschnitt A7	y	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2112	G407-E2112	f76r	f76r	BIOLOGICAL	f76r.29	2405	P1009-S243	unbebilderter Textabschnitt A7	laiin	L+AIIN	VERBINDUNG · WERT	L|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	SICHTBARE VERBINDUNG · STATIONSWERT	VERBINDUNG · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2113	G407-E2113	f76r	f76r	BIOLOGICAL	f76r.29	2406	P1009-S243	unbebilderter Textabschnitt A7	y	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2114	G407-E2114	f76r	f76r	BIOLOGICAL	f76r.30	2407	P1009-S243	unbebilderter Textabschnitt A7	darchey	AR+CH+EE+Y	AUSGANG · NEHMEN · GRAD II · POSTEN	AR|CH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	AUSGANGSSTATION · POSTEN ENTNEHMEN · GRAD II · STATIONSPOSTEN	AUSGANG · NEHMEN · GRAD II · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2115	G407-E2115	f76r	f76r	BIOLOGICAL	f76r.30	2408	P1009-S243	unbebilderter Textabschnitt A7	cheolchey	CH+E+OL+CH+E+Y	NEHMEN · GRAD I · FORTSETZEN · NEHMEN · GRAD I · POSTEN	CH|OL|CH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN ENTNEHMEN · GRAD I · STATION WEITERFÜHREN · POSTEN ENTNEHMEN · GRAD I · STATIONSPOSTEN	NEHMEN · GRAD I · FORTSETZEN · NEHMEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2116	G407-E2116	f76r	f76r	BIOLOGICAL	f76r.30	2409	P1009-S243	unbebilderter Textabschnitt A7	shcthy	SH+CH+T+Y	HALTEN · NEHMEN · EINSTELLEN · POSTEN	SH|CH|T|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN HALTEN · POSTEN ENTNEHMEN · STATIONSWERT EINSTELLEN · STATIONSPOSTEN	HALTEN · NEHMEN · EINSTELLEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2117	G407-E2117	f76r	f76r	BIOLOGICAL	f76r.30	2410	P1009-S243	unbebilderter Textabschnitt A7	chedy	CHD+Y	BEARBEITEN · POSTEN	CHD|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN BEARBEITEN · STATIONSPOSTEN	BEARBEITEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2118	G407-E2118	f76r	f76r	BIOLOGICAL	f76r.30	2411	P1009-S243	unbebilderter Textabschnitt A7	qo	O	AUSFÜHRUNG	NONE	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	AUSFÜHRUNG	AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2119	G407-E2119	f76r	f76r	BIOLOGICAL	f76r.30	2412	P1009-S243	unbebilderter Textabschnitt A7	qokey	OK+E+Y	SETZEN · GRAD I · POSTEN	OK|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · GRAD I · STATIONSPOSTEN	SETZEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2120	G407-E2120	f76r	f76r	BIOLOGICAL	f76r.30	2413	P1009-S243	unbebilderter Textabschnitt A7	dalaiin	AL+AIIN	ZIELORT · WERT	AL|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	ZIELSTATION · STATIONSWERT	ZIELORT · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2121	G407-E2121	f76r	f76r	BIOLOGICAL	f76r.30	2414	P1009-S243	unbebilderter Textabschnitt A7	sheeky	SH+EE+K+Y	HALTEN · GRAD II · GEBEN · POSTEN	SH|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN HALTEN · GRAD II · POSTEN ZUFÜHREN · STATIONSPOSTEN	HALTEN · GRAD II · GEBEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2122	G407-E2122	f76r	f76r	BIOLOGICAL	f76r.30	2415	P1009-S243	unbebilderter Textabschnitt A7	qokain	OK+AIN	SETZEN · ANTEIL	OK|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · STATIONSANTEIL	SETZEN · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2123	G407-E2123	f76r	f76r	BIOLOGICAL	f76r.30	2416	P1009-S243	unbebilderter Textabschnitt A7	olky	OL+K+Y	FORTSETZEN · GEBEN · POSTEN	OL|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION WEITERFÜHREN · POSTEN ZUFÜHREN · STATIONSPOSTEN	FORTSETZEN · GEBEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2124	G407-E2124	f76r	f76r	BIOLOGICAL	f76r.30	2417	P1009-S243	unbebilderter Textabschnitt A7	sain	S+AIN	WÄHLEN · ANTEIL	S|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION WÄHLEN · STATIONSANTEIL	WÄHLEN · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2125	G407-E2125	f76r	f76r	BIOLOGICAL	f76r.30	2418	P1009-S243	unbebilderter Textabschnitt A7	chy	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2126	G407-E2126	f76r	f76r	BIOLOGICAL	f76r.32	2420	P1009-S244	unbebilderter Textabschnitt A8	cheo	CH+E+O	NEHMEN · GRAD I · AUSFÜHRUNG	CH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN ENTNEHMEN · GRAD I · AUSFÜHRUNG	NEHMEN · GRAD I · AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2127	G407-E2127	f76r	f76r	BIOLOGICAL	f76r.32	2421	P1009-S244	unbebilderter Textabschnitt A8	r	R	MARKIEREN	R	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION MARKIEREN	MARKIEREN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2128	G407-E2128	f76r	f76r	BIOLOGICAL	f76r.32	2422	P1009-S244	unbebilderter Textabschnitt A8	ain	AIN	ANTEIL	AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSANTEIL	ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2129	G407-E2129	f76r	f76r	BIOLOGICAL	f76r.32	2423	P1009-S244	unbebilderter Textabschnitt A8	okaiin	OK+AIIN	SETZEN · WERT	OK|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · STATIONSWERT	SETZEN · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2130	G407-E2130	f76r	f76r	BIOLOGICAL	f76r.32	2424	P1009-S244	unbebilderter Textabschnitt A8	dain	AIN	ANTEIL	AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSANTEIL	ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2131	G407-E2131	f76r	f76r	BIOLOGICAL	f76r.32	2425	P1009-S244	unbebilderter Textabschnitt A8	chey	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2132	G407-E2132	f76r	f76r	BIOLOGICAL	f76r.32	2426	P1009-S244	unbebilderter Textabschnitt A8	dalshedy	AL+SH+E+DY	ZIELORT · HALTEN · GRAD I · SCHLUSS	AL|SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	ZIELSTATION · POSTEN HALTEN · GRAD I · SCHLUSS	ZIELORT · HALTEN · GRAD I · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2133	G407-E2133	f76r	f76r	BIOLOGICAL	f76r.32	2427	P1009-S245	unbebilderter Textabschnitt A8	qokaiin	OK+AIIN	SETZEN · WERT	OK|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · STATIONSWERT	SETZEN · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2134	G407-E2134	f76r	f76r	BIOLOGICAL	f76r.32	2428	P1009-S245	unbebilderter Textabschnitt A8	cheol	CH+E+O+L	NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG	CH|L	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN ENTNEHMEN · GRAD I · AUSFÜHRUNG · SICHTBARE VERBINDUNG	NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2135	G407-E2135	f76r	f76r	BIOLOGICAL	f76r.32	2429	P1009-S245	unbebilderter Textabschnitt A8	shy	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2136	G407-E2136	f76r	f76r	BIOLOGICAL	f76r.32	2430	P1009-S245	unbebilderter Textabschnitt A8	chedy	CHD+Y	BEARBEITEN · POSTEN	CHD|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN BEARBEITEN · STATIONSPOSTEN	BEARBEITEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2137	G407-E2137	f76r	f76r	BIOLOGICAL	f76r.32	2431	P1009-S245	unbebilderter Textabschnitt A8	rain	R+AIN	MARKIEREN · ANTEIL	R|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATION MARKIEREN · STATIONSANTEIL	MARKIEREN · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2138	G407-E2138	f76r	f76r	BIOLOGICAL	f76r.32	2432	P1009-S245	unbebilderter Textabschnitt A8	chedy	CHD+Y	BEARBEITEN · POSTEN	CHD|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN BEARBEITEN · STATIONSPOSTEN	BEARBEITEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2139	G407-E2139	f76r	f76r	BIOLOGICAL	f76r.32	2433	P1009-S245	unbebilderter Textabschnitt A8	shy	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2140	G407-E2140	f76r	f76r	BIOLOGICAL	f76r.33	2434	P1009-S245	unbebilderter Textabschnitt A8	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	OK	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · GRAD I · SCHLUSS	SETZEN · GRAD I · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2141	G407-E2141	f76r	f76r	BIOLOGICAL	f76r.33	2435	P1009-S246	unbebilderter Textabschnitt A8	lkey	L+K+E+Y	VERBINDUNG · GEBEN · GRAD I · POSTEN	L|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	SICHTBARE VERBINDUNG · POSTEN ZUFÜHREN · GRAD I · STATIONSPOSTEN	VERBINDUNG · GEBEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2142	G407-E2142	f76r	f76r	BIOLOGICAL	f76r.33	2436	P1009-S247	unbebilderter Textabschnitt A8	kal	K+AL	GEBEN · ZIELORT	K|AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN ZUFÜHREN · ZIELSTATION	GEBEN · ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2143	G407-E2143	f76r	f76r	BIOLOGICAL	f76r.33	2437	P1009-S247	unbebilderter Textabschnitt A8	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN HALTEN · GRAD I · SCHLUSS	HALTEN · GRAD I · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2144	G407-E2144	f76r	f76r	BIOLOGICAL	f76r.33	2438	P1009-S248	unbebilderter Textabschnitt A8	qopchey	O+P+E+Y	AUSFÜHRUNG · EINSETZEN · GRAD I · POSTEN	P|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	AUSFÜHRUNG · POSTEN EINSETZEN · GRAD I · STATIONSPOSTEN	AUSFÜHRUNG · EINSETZEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2145	G407-E2145	f76r	f76r	BIOLOGICAL	f76r.33	2439	P1009-S248	unbebilderter Textabschnitt A8	qo	O	AUSFÜHRUNG	NONE	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	AUSFÜHRUNG	AUSFÜHRUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2146	G407-E2146	f76r	f76r	BIOLOGICAL	f76r.33	2440	P1009-S248	unbebilderter Textabschnitt A8	l	L	VERBINDUNG	L	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	SICHTBARE VERBINDUNG	VERBINDUNG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2147	G407-E2147	f76r	f76r	BIOLOGICAL	f76r.33	2441	P1009-S248	unbebilderter Textabschnitt A8	pchedy	P+CHD+DY	EINSETZEN · BEARBEITEN · SCHLUSS	P|CHD	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	POSTEN EINSETZEN · POSTEN BEARBEITEN · SCHLUSS	EINSETZEN · BEARBEITEN · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
2148	G407-E2148	f76r	f76r	BIOLOGICAL	f76r.33	2442	P1009-S249	unbebilderter Textabschnitt A8	okchy	OK+Y	SETZEN · POSTEN	OK|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	TEXTBLOCK_MIT_SEITENBESITZER	STATIONSGANG ANSETZEN · STATIONSPOSTEN	SETZEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
