stream_ordinal	event_id	statement_id	physical_page	register	owner_de	surface	component_recipe	intake_tier	ordered_literal_reading_de	order_safe_clause_de	dual_channel_reading_de	state_and_clause_match_gdt438
2784	G407-E2784	G404-S021	f81r	BIOLOGICAL	F81R_UPPER_POOL	oltedy	OL+T+E+DY	T0_EXACT_OBSERVED	FORTSETZEN · EINSTELLEN · GRAD I · SCHLUSS	Weiter stelle den Stationsposten [wie zuvor] ein; auf Grad I; schließe den Schritt.	Kernfolge: FORTSETZEN · EINSTELLEN · GRAD I · SCHLUSS. Weiter stelle den Stationsposten [wie zuvor] ein; auf Grad I; schließe den Schritt.	YES
2785	G407-E2785	G404-S022	f81r	BIOLOGICAL	F81R_UPPER_POOL	ychedy	Y+CHD+Y	T0_EXACT_OBSERVED	POSTEN · BEARBEITEN · POSTEN	Bearbeite den Stationsposten [außen] und den Stationsposten [innen].	Kernfolge: POSTEN · BEARBEITEN · POSTEN. Bearbeite den Stationsposten [außen] und den Stationsposten [innen].	YES
2786	G407-E2786	G404-S022	f81r	BIOLOGICAL	F81R_UPPER_POOL	tedy	T+E+DY	T0_EXACT_OBSERVED	EINSTELLEN · GRAD I · SCHLUSS	Stelle den Stationsposten [wie zuvor] ein; auf Grad I; schließe den Schritt.	Kernfolge: EINSTELLEN · GRAD I · SCHLUSS. Stelle den Stationsposten [wie zuvor] ein; auf Grad I; schließe den Schritt.	YES
2787	G407-E2787	G404-S023	f81r	BIOLOGICAL	F81R_UPPER_POOL	ol	OL	T0_EXACT_OBSERVED	FORTSETZEN	Weiter im laufenden Gang stelle den Stationsposten [wie zuvor] ein.	Kernfolge: FORTSETZEN. Weiter im laufenden Gang stelle den Stationsposten [wie zuvor] ein.	YES
2788	G407-E2788	G404-S023	f81r	BIOLOGICAL	F81R_UPPER_POOL	sheedy	SH+EE+DY	T0_EXACT_OBSERVED	HALTEN · GRAD II · SCHLUSS	Halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	Kernfolge: HALTEN · GRAD II · SCHLUSS. Halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	YES
2789	G407-E2789	G404-S024	f81r	BIOLOGICAL	F81R_UPPER_POOL	qokeey	OK+EE+Y	T0_EXACT_OBSERVED	SETZEN · GRAD II · POSTEN	Setze den Stationsposten im Stationsgang an; auf Grad II.	Kernfolge: SETZEN · GRAD II · POSTEN. Setze den Stationsposten im Stationsgang an; auf Grad II.	YES
2790	G407-E2790	G404-S024	f81r	BIOLOGICAL	F81R_UPPER_POOL	loly	L+OL+Y	T0_EXACT_OBSERVED	VERBINDUNG · FORTSETZEN · POSTEN	Weiter, über die sichtbare Verbindung: im laufenden Gang setze den Stationsposten im Stationsgang an.	Kernfolge: VERBINDUNG · FORTSETZEN · POSTEN. Weiter, über die sichtbare Verbindung: im laufenden Gang setze den Stationsposten im Stationsgang an.	YES
2791	G407-E2791	G404-S024	f81r	BIOLOGICAL	F81R_UPPER_POOL	dchol	D_ADDR+OL	T0_EXACT_OBSERVED	HIER · FORTSETZEN	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; an der bezeichneten Stelle.	Kernfolge: HIER · FORTSETZEN. Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; an der bezeichneten Stelle.	YES
2792	G407-E2792	G404-S024	f81r	BIOLOGICAL	F81R_UPPER_POOL	shedy	SH+E+DY	T0_EXACT_OBSERVED	HALTEN · GRAD I · SCHLUSS	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	Kernfolge: HALTEN · GRAD I · SCHLUSS. Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES
2793	G407-E2793	G404-S025	f81r	BIOLOGICAL	F81R_UPPER_POOL	qotedy	OT+E+DY	T0_EXACT_OBSERVED	DANACH · GRAD I · SCHLUSS	Danach im laufenden Gang halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	Kernfolge: DANACH · GRAD I · SCHLUSS. Danach im laufenden Gang halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES
2794	G407-E2794	G404-S026	f81r	BIOLOGICAL	F81R_UPPER_POOL	qol	OL	T0_EXACT_OBSERVED	FORTSETZEN	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	Kernfolge: FORTSETZEN. Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	YES
2795	G407-E2795	G404-S026	f81r	BIOLOGICAL	F81R_UPPER_POOL	chedy	CHD+Y	T0_EXACT_OBSERVED	BEARBEITEN · POSTEN	Bearbeite den Stationsposten.	Kernfolge: BEARBEITEN · POSTEN. Bearbeite den Stationsposten.	YES
2796	G407-E2796	G404-S026	f81r	BIOLOGICAL	F81R_UPPER_POOL	chetyry	CH+E+T+Y+R+Y	T0_EXACT_OBSERVED	NEHMEN · GRAD I · EINSTELLEN · POSTEN · MARKIEREN · POSTEN	Entnimm den Stationsposten [außen] und den Stationsposten [innen], stelle den Stationsposten [außen] und den Stationsposten [innen] ein und markiere den Stationsposten [außen] und den Stationsposten [innen]; auf Grad I.	Kernfolge: NEHMEN · GRAD I · EINSTELLEN · POSTEN · MARKIEREN · POSTEN. Entnimm den Stationsposten [außen] und den Stationsposten [innen], stelle den Stationsposten [außen] und den Stationsposten [innen] ein und markiere den Stationsposten [außen] und den Stationsposten [innen]; auf Grad I.	YES
2797	G407-E2797	G404-S026	f81r	BIOLOGICAL	F81R_UPPER_POOL	qokechedy	OK+E+CHD+DY	T0_EXACT_OBSERVED	SETZEN · GRAD I · BEARBEITEN · SCHLUSS	Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	Kernfolge: SETZEN · GRAD I · BEARBEITEN · SCHLUSS. Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES
2798	G407-E2798	G404-S027	f81r	BIOLOGICAL	F81R_UPPER_POOL	qolsheedy	OL+SH+EE+DY	T0_EXACT_OBSERVED	FORTSETZEN · HALTEN · GRAD II · SCHLUSS	Weiter halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	Kernfolge: FORTSETZEN · HALTEN · GRAD II · SCHLUSS. Weiter halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	YES
2799	G407-E2799	G404-S028	f81r	BIOLOGICAL	F81R_UPPER_POOL	or	OR	T0_EXACT_OBSERVED	EINHEIT	Im laufenden Gang halte die Stationseinheit.	Kernfolge: EINHEIT. Im laufenden Gang halte die Stationseinheit.	YES
2800	G407-E2800	G404-S028	f81r	BIOLOGICAL	F81R_UPPER_POOL	ain	AIN	T0_EXACT_OBSERVED	ANTEIL	Im laufenden Gang halte den Stationsanteil.	Kernfolge: ANTEIL. Im laufenden Gang halte den Stationsanteil.	YES
2801	G407-E2801	G404-S028	f81r	BIOLOGICAL	F81R_UPPER_POOL	arol	AR+OL	T0_EXACT_OBSERVED	AUSGANG · FORTSETZEN	Weiter im laufenden Gang halte den Stationsanteil [wie zuvor]; von der Ausgangsstation.	Kernfolge: AUSGANG · FORTSETZEN. Weiter im laufenden Gang halte den Stationsanteil [wie zuvor]; von der Ausgangsstation.	YES
2802	G407-E2802	G404-S028	f81r	BIOLOGICAL	F81R_UPPER_POOL	oeeedy	O+EEE+DY	T0_EXACT_OBSERVED	AUSFÜHRUNG · GRAD III · SCHLUSS	Im laufenden Gang halte den Stationsanteil [wie zuvor]; als Ausführung und auf Grad III; schließe den Schritt.	Kernfolge: AUSFÜHRUNG · GRAD III · SCHLUSS. Im laufenden Gang halte den Stationsanteil [wie zuvor]; als Ausführung und auf Grad III; schließe den Schritt.	YES
2803	G407-E2803	G404-S029	f81r	BIOLOGICAL	F81R_UPPER_POOL	sain	S+AIN	T0_EXACT_OBSERVED	WÄHLEN · ANTEIL	Wähle den Stationsanteil.	Kernfolge: WÄHLEN · ANTEIL. Wähle den Stationsanteil.	YES
2804	G407-E2804	G404-S029	f81r	BIOLOGICAL	F81R_UPPER_POOL	ol	OL	T0_EXACT_OBSERVED	FORTSETZEN	Weiter im laufenden Gang wähle den Stationsanteil [wie zuvor].	Kernfolge: FORTSETZEN. Weiter im laufenden Gang wähle den Stationsanteil [wie zuvor].	YES
2805	G407-E2805	G404-S029	f81r	BIOLOGICAL	F81R_UPPER_POOL	cheedy	CH+EE+D_ADDR+Y	T0_EXACT_OBSERVED	NEHMEN · GRAD II · HIER · POSTEN	Entnimm den Stationsposten; auf Grad II; an der bezeichneten Stelle.	Kernfolge: NEHMEN · GRAD II · HIER · POSTEN. Entnimm den Stationsposten; auf Grad II; an der bezeichneten Stelle.	YES
2806	G407-E2806	G404-S029	f81r	BIOLOGICAL	F81R_UPPER_POOL	qokeedy	OK+EE+DY	T0_EXACT_OBSERVED	SETZEN · GRAD II · SCHLUSS	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	Kernfolge: SETZEN · GRAD II · SCHLUSS. Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES
2807	G407-E2807	G404-S030	f81r	BIOLOGICAL	F81R_UPPER_POOL	otedy	OT+E+DY	T0_EXACT_OBSERVED	DANACH · GRAD I · SCHLUSS	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	Kernfolge: DANACH · GRAD I · SCHLUSS. Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES
2808	G407-E2808	G404-S031	f81r	BIOLOGICAL	F81R_LOWER_POOL	polchdy	P+OL+CHD+DY	T0_EXACT_OBSERVED	EINSETZEN · FORTSETZEN · BEARBEITEN · SCHLUSS	Weiter setze ein und bearbeite; schließe den Schritt.	Kernfolge: EINSETZEN · FORTSETZEN · BEARBEITEN · SCHLUSS. Weiter setze ein und bearbeite; schließe den Schritt.	YES
2809	G407-E2809	G404-S032	f81r	BIOLOGICAL	F81R_LOWER_POOL	qopchol	CARRIER_Q+O+P+CH+OL	T0_EXACT_OBSERVED	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · NEHMEN · FORTSETZEN	Weiter setze ein und entnimm; als neuen Einsatz und als Ausführung.	Kernfolge: BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · NEHMEN · FORTSETZEN. Weiter setze ein und entnimm; als neuen Einsatz und als Ausführung.	YES
2810	G407-E2810	G404-S032	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokor	OK+OR	T0_EXACT_OBSERVED	SETZEN · EINHEIT	Setze die Stationseinheit im Stationsgang an.	Kernfolge: SETZEN · EINHEIT. Setze die Stationseinheit im Stationsgang an.	YES
2811	G407-E2811	G404-S032	f81r	BIOLOGICAL	F81R_LOWER_POOL	olpchedy	OL+P+CHD+DY	T0_EXACT_OBSERVED	FORTSETZEN · EINSETZEN · BEARBEITEN · SCHLUSS	Weiter setze die Stationseinheit [wie zuvor] ein und bearbeite die Stationseinheit [wie zuvor]; schließe den Schritt.	Kernfolge: FORTSETZEN · EINSETZEN · BEARBEITEN · SCHLUSS. Weiter setze die Stationseinheit [wie zuvor] ein und bearbeite die Stationseinheit [wie zuvor]; schließe den Schritt.	YES
2812	G407-E2812	G404-S033	f81r	BIOLOGICAL	F81R_LOWER_POOL	opol	O+P+OL	T0_EXACT_OBSERVED	AUSFÜHRUNG · EINSETZEN · FORTSETZEN	Weiter setze die Stationseinheit [wie zuvor] ein; als Ausführung.	Kernfolge: AUSFÜHRUNG · EINSETZEN · FORTSETZEN. Weiter setze die Stationseinheit [wie zuvor] ein; als Ausführung.	YES
2813	G407-E2813	G404-S033	f81r	BIOLOGICAL	F81R_LOWER_POOL	oraisy	OR+AIN+S+Y	T0_EXACT_OBSERVED	EINHEIT · ANTEIL · WÄHLEN · POSTEN	Wähle die Stationseinheit, den Stationsanteil und den Stationsposten.	Kernfolge: EINHEIT · ANTEIL · WÄHLEN · POSTEN. Wähle die Stationseinheit, den Stationsanteil und den Stationsposten.	YES
2814	G407-E2814	G404-S033	f81r	BIOLOGICAL	F81R_LOWER_POOL	y	Y	T0_EXACT_OBSERVED	POSTEN	Im laufenden Gang wähle den Stationsposten.	Kernfolge: POSTEN. Im laufenden Gang wähle den Stationsposten.	YES
2815	G407-E2815	G404-S033	f81r	BIOLOGICAL	F81R_LOWER_POOL	checthy	CH+T+Y	T0_EXACT_OBSERVED	NEHMEN · EINSTELLEN · POSTEN	Entnimm den Stationsposten und stelle den Stationsposten ein.	Kernfolge: NEHMEN · EINSTELLEN · POSTEN. Entnimm den Stationsposten und stelle den Stationsposten ein.	YES
2816	G407-E2816	G404-S033	f81r	BIOLOGICAL	F81R_LOWER_POOL	okeedy	OK+EE+DY	T0_EXACT_OBSERVED	SETZEN · GRAD II · SCHLUSS	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	Kernfolge: SETZEN · GRAD II · SCHLUSS. Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES
2817	G407-E2817	G404-S034	f81r	BIOLOGICAL	F81R_LOWER_POOL	shey	SH+E+Y	T0_EXACT_OBSERVED	HALTEN · GRAD I · POSTEN	Halte den Stationsposten; auf Grad I.	Kernfolge: HALTEN · GRAD I · POSTEN. Halte den Stationsposten; auf Grad I.	YES
2818	G407-E2818	G404-S034	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokedy	OK+E+DY	T0_EXACT_OBSERVED	SETZEN · GRAD I · SCHLUSS	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	Kernfolge: SETZEN · GRAD I · SCHLUSS. Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES
2819	G407-E2819	G404-S035	f81r	BIOLOGICAL	F81R_LOWER_POOL	ol	OL	T0_EXACT_OBSERVED	FORTSETZEN	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	Kernfolge: FORTSETZEN. Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	YES
2820	G407-E2820	G404-S035	f81r	BIOLOGICAL	F81R_LOWER_POOL	ochedar	O+CHD+AR	T0_EXACT_OBSERVED	AUSFÜHRUNG · BEARBEITEN · AUSGANG	Bearbeite den Stationsposten [wie zuvor]; von der Ausgangsstation; als Ausführung.	Kernfolge: AUSFÜHRUNG · BEARBEITEN · AUSGANG. Bearbeite den Stationsposten [wie zuvor]; von der Ausgangsstation; als Ausführung.	YES
2821	G407-E2821	G404-S035	f81r	BIOLOGICAL	F81R_LOWER_POOL	osheedy	O+SH+EE+DY	T0_EXACT_OBSERVED	AUSFÜHRUNG · HALTEN · GRAD II · SCHLUSS	Halte den Stationsposten [wie zuvor]; als Ausführung und auf Grad II; schließe den Schritt.	Kernfolge: AUSFÜHRUNG · HALTEN · GRAD II · SCHLUSS. Halte den Stationsposten [wie zuvor]; als Ausführung und auf Grad II; schließe den Schritt.	YES
2822	G407-E2822	G404-S036	f81r	BIOLOGICAL	F81R_LOWER_POOL	shedy	SH+E+DY	T0_EXACT_OBSERVED	HALTEN · GRAD I · SCHLUSS	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	Kernfolge: HALTEN · GRAD I · SCHLUSS. Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES
2823	G407-E2823	G404-S037	f81r	BIOLOGICAL	F81R_LOWER_POOL	ol	OL	T0_EXACT_OBSERVED	FORTSETZEN	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	Kernfolge: FORTSETZEN. Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	YES
2824	G407-E2824	G404-S037	f81r	BIOLOGICAL	F81R_LOWER_POOL	shedy	SH+E+DY	T0_EXACT_OBSERVED	HALTEN · GRAD I · SCHLUSS	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	Kernfolge: HALTEN · GRAD I · SCHLUSS. Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES
2825	G407-E2825	G404-S038	f81r	BIOLOGICAL	F81R_LOWER_POOL	okeedy	OK+EE+DY	T0_EXACT_OBSERVED	SETZEN · GRAD II · SCHLUSS	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	Kernfolge: SETZEN · GRAD II · SCHLUSS. Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES
2826	G407-E2826	G404-S039	f81r	BIOLOGICAL	F81R_LOWER_POOL	oror	OR+OR	T0_EXACT_OBSERVED	EINHEIT · EINHEIT	Im laufenden Gang setze die Stationseinheit [außen] und die Stationseinheit [innen] im Stationsgang an.	Kernfolge: EINHEIT · EINHEIT. Im laufenden Gang setze die Stationseinheit [außen] und die Stationseinheit [innen] im Stationsgang an.	YES
2827	G407-E2827	G404-S039	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokedy	OK+E+DY	T0_EXACT_OBSERVED	SETZEN · GRAD I · SCHLUSS	Setze die Stationseinheit [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	Kernfolge: SETZEN · GRAD I · SCHLUSS. Setze die Stationseinheit [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES
2828	G407-E2828	G404-S040	f81r	BIOLOGICAL	F81R_LOWER_POOL	sheedy	SH+EE+DY	T0_EXACT_OBSERVED	HALTEN · GRAD II · SCHLUSS	Halte die Stationseinheit [wie zuvor]; auf Grad II; schließe den Schritt.	Kernfolge: HALTEN · GRAD II · SCHLUSS. Halte die Stationseinheit [wie zuvor]; auf Grad II; schließe den Schritt.	YES
2829	G407-E2829	G404-S041	f81r	BIOLOGICAL	F81R_LOWER_POOL	chedy	CHD+Y	T0_EXACT_OBSERVED	BEARBEITEN · POSTEN	Bearbeite den Stationsposten.	Kernfolge: BEARBEITEN · POSTEN. Bearbeite den Stationsposten.	YES
2830	G407-E2830	G404-S041	f81r	BIOLOGICAL	F81R_LOWER_POOL	qoteedy	OT+EE+DY	T0_EXACT_OBSERVED	DANACH · GRAD II · SCHLUSS	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	Kernfolge: DANACH · GRAD II · SCHLUSS. Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	YES
2831	G407-E2831	G404-S042	f81r	BIOLOGICAL	F81R_LOWER_POOL	olam	OL+AM_ADDR	T0_EXACT_OBSERVED	FORTSETZEN · HIER	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor]; an der bezeichneten Stelle.	Kernfolge: FORTSETZEN · HIER. Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor]; an der bezeichneten Stelle.	YES
2832	G407-E2832	G404-S042	f81r	BIOLOGICAL	F81R_LOWER_POOL	qopchedy	CARRIER_Q+O+P+CHD+Y	T0_EXACT_OBSERVED	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · BEARBEITEN · POSTEN	Setze den Stationsposten ein und bearbeite den Stationsposten; als neuen Einsatz und als Ausführung.	Kernfolge: BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · BEARBEITEN · POSTEN. Setze den Stationsposten ein und bearbeite den Stationsposten; als neuen Einsatz und als Ausführung.	YES
2833	G407-E2833	G404-S042	f81r	BIOLOGICAL	F81R_LOWER_POOL	qol	OL	T0_EXACT_OBSERVED	FORTSETZEN	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	Kernfolge: FORTSETZEN. Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	YES
2834	G407-E2834	G404-S042	f81r	BIOLOGICAL	F81R_LOWER_POOL	chedy	CHD+Y	T0_EXACT_OBSERVED	BEARBEITEN · POSTEN	Bearbeite den Stationsposten.	Kernfolge: BEARBEITEN · POSTEN. Bearbeite den Stationsposten.	YES
2835	G407-E2835	G404-S042	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokeey	OK+EE+Y	T0_EXACT_OBSERVED	SETZEN · GRAD II · POSTEN	Setze den Stationsposten im Stationsgang an; auf Grad II.	Kernfolge: SETZEN · GRAD II · POSTEN. Setze den Stationsposten im Stationsgang an; auf Grad II.	YES
2836	G407-E2836	G404-S042	f81r	BIOLOGICAL	F81R_LOWER_POOL	odaiin	O+D_ADDR+AIIN	T0_EXACT_OBSERVED	AUSFÜHRUNG · HIER · WERT	Im laufenden Gang setze den Stationswert im Stationsgang an; als Ausführung; an der bezeichneten Stelle.	Kernfolge: AUSFÜHRUNG · HIER · WERT. Im laufenden Gang setze den Stationswert im Stationsgang an; als Ausführung; an der bezeichneten Stelle.	YES
2837	G407-E2837	G404-S042	f81r	BIOLOGICAL	F81R_LOWER_POOL	rain	R+AIN	T0_EXACT_OBSERVED	MARKIEREN · ANTEIL	Markiere den Stationsanteil.	Kernfolge: MARKIEREN · ANTEIL. Markiere den Stationsanteil.	YES
2838	G407-E2838	G404-S042	f81r	BIOLOGICAL	F81R_LOWER_POOL	daly	AL+Y	T0_EXACT_OBSERVED	ZIELORT · POSTEN	Zur Zielstation: im laufenden Gang markiere den Stationsposten.	Kernfolge: ZIELORT · POSTEN. Zur Zielstation: im laufenden Gang markiere den Stationsposten.	YES
2839	G407-E2839	G404-S042	f81r	BIOLOGICAL	F81R_LOWER_POOL	dshedy	SH+E+DY	T0_EXACT_OBSERVED	HALTEN · GRAD I · SCHLUSS	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	Kernfolge: HALTEN · GRAD I · SCHLUSS. Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES
2840	G407-E2840	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokal	OK+AL	T0_EXACT_OBSERVED	SETZEN · ZIELORT	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Kernfolge: SETZEN · ZIELORT. Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	YES
2841	G407-E2841	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	olkeey	OL+K+EE+Y	T0_EXACT_OBSERVED	FORTSETZEN · GEBEN · GRAD II · POSTEN	Weiter führe den Stationsposten zu; auf Grad II.	Kernfolge: FORTSETZEN · GEBEN · GRAD II · POSTEN. Weiter führe den Stationsposten zu; auf Grad II.	YES
2842	G407-E2842	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	oteey	OT+EE+Y	T0_EXACT_OBSERVED	DANACH · GRAD II · POSTEN	Danach im laufenden Gang führe den Stationsposten zu; auf Grad II.	Kernfolge: DANACH · GRAD II · POSTEN. Danach im laufenden Gang führe den Stationsposten zu; auf Grad II.	YES
2843	G407-E2843	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	olshey	OL+SH+E+Y	T0_EXACT_OBSERVED	FORTSETZEN · HALTEN · GRAD I · POSTEN	Weiter halte den Stationsposten; auf Grad I.	Kernfolge: FORTSETZEN · HALTEN · GRAD I · POSTEN. Weiter halte den Stationsposten; auf Grad I.	YES
2844	G407-E2844	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	otey	OT+E+Y	T0_EXACT_OBSERVED	DANACH · GRAD I · POSTEN	Danach im laufenden Gang halte den Stationsposten; auf Grad I.	Kernfolge: DANACH · GRAD I · POSTEN. Danach im laufenden Gang halte den Stationsposten; auf Grad I.	YES
2845	G407-E2845	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	lol	L+OL	T0_EXACT_OBSERVED	VERBINDUNG · FORTSETZEN	Weiter im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	Kernfolge: VERBINDUNG · FORTSETZEN. Weiter im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	YES
2846	G407-E2846	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	qotal	OT+AL	T0_EXACT_OBSERVED	DANACH · ZIELORT	Danach im laufenden Gang halte den Stationsposten [wie zuvor]; zur Zielstation.	Kernfolge: DANACH · ZIELORT. Danach im laufenden Gang halte den Stationsposten [wie zuvor]; zur Zielstation.	YES
2847	G407-E2847	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	chedy	CHD+Y	T0_EXACT_OBSERVED	BEARBEITEN · POSTEN	Bearbeite den Stationsposten.	Kernfolge: BEARBEITEN · POSTEN. Bearbeite den Stationsposten.	YES
2848	G407-E2848	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	qol	OL	T0_EXACT_OBSERVED	FORTSETZEN	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	Kernfolge: FORTSETZEN. Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	YES
2849	G407-E2849	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	ol	OL	T0_EXACT_OBSERVED	FORTSETZEN	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	Kernfolge: FORTSETZEN. Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	YES
2850	G407-E2850	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	daiin	AIIN	T0_EXACT_OBSERVED	WERT	Im laufenden Gang bearbeite den Stationswert.	Kernfolge: WERT. Im laufenden Gang bearbeite den Stationswert.	YES
2851	G407-E2851	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	ol	OL	T0_EXACT_OBSERVED	FORTSETZEN	Weiter im laufenden Gang bearbeite den Stationswert [wie zuvor].	Kernfolge: FORTSETZEN. Weiter im laufenden Gang bearbeite den Stationswert [wie zuvor].	YES
2852	G407-E2852	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	chedar	CHD+AR	T0_EXACT_OBSERVED	BEARBEITEN · AUSGANG	Bearbeite den Stationswert [wie zuvor]; von der Ausgangsstation.	Kernfolge: BEARBEITEN · AUSGANG. Bearbeite den Stationswert [wie zuvor]; von der Ausgangsstation.	YES
2853	G407-E2853	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	ol	OL	T0_EXACT_OBSERVED	FORTSETZEN	Weiter im laufenden Gang bearbeite den Stationswert [wie zuvor].	Kernfolge: FORTSETZEN. Weiter im laufenden Gang bearbeite den Stationswert [wie zuvor].	YES
2854	G407-E2854	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	oly	OL+Y	T0_EXACT_OBSERVED	FORTSETZEN · POSTEN	Weiter im laufenden Gang bearbeite den Stationsposten.	Kernfolge: FORTSETZEN · POSTEN. Weiter im laufenden Gang bearbeite den Stationsposten.	YES
2855	G407-E2855	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	chey	Y	T0_EXACT_OBSERVED	POSTEN	Im laufenden Gang bearbeite den Stationsposten.	Kernfolge: POSTEN. Im laufenden Gang bearbeite den Stationsposten.	YES
