event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	surface	final_recipe	gdt553_target_member	gdt553_resolution_generation	gdt553_former_queue_card	gdt553_recipe_match	gdt553_context_reading_match	slot_transition_template	explicit_action_roots	inherited_action_root	resolved_action_roots	explicit_argument_roots	inherited_argument_root	resolved_argument_roots	ordered_control_chain	portable_semantic_macro	abstract_event_template	contextual_clause_de	portable_consistency_key	guard
325	G515-E0371	G515-S042	14	f66r	SOURCE_SECTION_T	choty	CH+OT+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CH	NONE	CH	Y	NONE	Y	THEN	A:CH;X:Y;C:THEN	SET_A1__SET_X1|A>THEN>X	Danach: entnimm den laufenden Eintrag.	CH+OT+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
326	G515-E0372	G515-S042	15	f66r	SOURCE_SECTION_T	dar	D_ADDR+AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	CH	CH	NONE	Y	Y	ADDR:D>REL:AR	A:^CH;X:^Y;C:ADDR:D>REL:AR	KEEP_A1__KEEP_X1|ADDR>REL	Im laufenden Satz entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle.	D_ADDR+AR|IA:CH|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
327	G515-E0373	G515-S042	16	f66r	SOURCE_SECTION_T	okeey	OK+EE+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:II	A:OK;X:Y;C:GRADE:II	SET_A1__SET_X1|A>G2>X	Trage den laufenden Eintrag ein; auf Grad II.	OK+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
328	G515-E0374	G515-S042	17	f66r	SOURCE_SECTION_T	shdy	SH+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	SH	NONE	SH	Y	NONE	Y	ADDR:D	A:SH;X:Y;C:ADDR:D	SET_A1__SET_X1|A>ADDR>X	Halte den laufenden Eintrag fest; an der bezeichneten Stelle.	SH+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
329	G515-E0375	G515-S042	18	f66r	SOURCE_SECTION_T	ykol	Y+K+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	CONTINUE	A:K;X:Y;C:CONTINUE	SET_A1__SET_X1|X>A>CONT	Ordne den laufenden Eintrag zu; führe fort.	Y+K+OL|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
330	G515-E0376	G515-S042	19	f66r	SOURCE_SECTION_T	qo	O	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	K	K	NONE	Y	Y	EXEC	A:^K;X:^Y;C:EXEC	KEEP_A1__KEEP_X1|EXEC	Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; zur Ausführung.	O|IA:K|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
331	G515-E0377	G515-S042	20	f66r	SOURCE_SECTION_T	cheky	CH+K+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|K	NONE	CH|K	Y	NONE	Y	GRADE:I	A:CH+K;X:Y;C:GRADE:I	SET_A2__SET_X1|A>A>G1>X	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	CH+K+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
332	G515-E0378	G515-S042	21	f66r	SOURCE_SECTION_T	shcthy	SH+CH+T+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A3__SET_X1	SH|CH|T	NONE	SH|CH|T	Y	NONE	Y	NONE	A:SH+CH+T;X:Y;C:-	SET_A3__SET_X1|A>A>A>X	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest.	SH+CH+T+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
333	G515-E0379	G515-S042	22	f66r	SOURCE_SECTION_T	dalalshedy	AL+AL+SH+E+DY	YES	GDT550_RECURRENT_FRAME	YES	YES	YES	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	REL:AL>REL:AL>GRADE:I>CLOSE	A:SH;X:^Y;C:REL:AL>REL:AL>GRADE:I>CLOSE	SET_A1__KEEP_X1|REL>REL>A>G1>CLOSE	Halte den laufenden Eintrag [wie zuvor] fest; zur Zielspalte [außen] und zur Zielspalte [innen]; auf Grad I; schließe den Schritt.	AL+AL+SH+E+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
334	G515-E0380	G515-S043	1	f66r	SOURCE_SECTION_T	cheta	CH+E+T+A_ADDR	YES	BASE_GDT548	NO	YES	YES	SET_A2__EMPTY_X	CH|T	NONE	CH|T	NONE	NONE	NONE	GRADE:I>ADDR:A	A:CH+T;X:-;C:GRADE:I>ADDR:A	SET_A2__EMPTY_X|A>G1>A>ADDR	Entnimm und lege fest; auf Grad I; an der bezeichneten Stelle.	CH+E+T+A_ADDR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
335	G515-E0381	G515-S043	2	f66r	SOURCE_SECTION_T	r	R	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	R	NONE	R	NONE	NONE	NONE	NONE	A:R;X:-;C:-	SET_A1__EMPTY_X|A	Kennzeichne.	R|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
336	G515-E0382	G515-S043	3	f66r	SOURCE_SECTION_T	sheod	SH+E+O+D_ADDR	YES	BASE_GDT548	NO	YES	YES	SET_A1__EMPTY_X	SH	NONE	SH	NONE	NONE	NONE	GRADE:I>EXEC>ADDR:D	A:SH;X:-;C:GRADE:I>EXEC>ADDR:D	SET_A1__EMPTY_X|A>G1>EXEC>ADDR	Halte fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SH+E+O+D_ADDR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
337	G515-E0383	G515-S043	4	f66r	SOURCE_SECTION_T	shokaiir	SH+OK+IIN+R	YES	GDT551_SLOT_CONTRACT	YES	YES	YES	SET_A3__EMPTY_X	SH|OK|R	NONE	SH|OK|R	NONE	NONE	NONE	STAGE	A:SH+OK+R;X:-;C:STAGE	SET_A3__EMPTY_X|A>A>STAGE>A	Halte fest, trage ein und kennzeichne; auf der bezeichneten Stufe.	SH+OK+IIN+R|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
338	G515-E0384	G515-S043	5	f66r	SOURCE_SECTION_T	chy	Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	R	R	Y	NONE	Y	NONE	A:^R;X:Y;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz kennzeichne den laufenden Eintrag.	Y|IA:R|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
339	G515-E0385	G515-S043	6	f66r	SOURCE_SECTION_T	dard	D_ADDR+AR+D_ADDR	YES	BASE_GDT548	NO	YES	YES	KEEP_A1__KEEP_X1	NONE	R	R	NONE	Y	Y	ADDR:D>REL:AR>ADDR:D	A:^R;X:^Y;C:ADDR:D>REL:AR>ADDR:D	KEEP_A1__KEEP_X1|ADDR>REL>ADDR	Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle [außen] und an der bezeichneten Stelle [innen].	D_ADDR+AR+D_ADDR|IA:R|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
340	G515-E0386	G515-S043	7	f66r	SOURCE_SECTION_T	shor	SH+OR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	SH	NONE	SH	OR	NONE	OR	NONE	A:SH;X:OR;C:-	SET_A1__SET_X1|A>X	Halte die Eintragseinheit fest.	SH+OR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
341	G515-E0387	G515-S043	8	f66r	SOURCE_SECTION_T	sheodal	SH+E+O+AL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	OR	OR	GRADE:I>EXEC>REL:AL	A:SH;X:^OR;C:GRADE:I>EXEC>REL:AL	SET_A1__KEEP_X1|A>G1>EXEC>REL	Halte die Eintragseinheit [wie zuvor] fest; zur Zielspalte; auf Grad I und zur Ausführung.	SH+E+O+AL|IA:NONE|IX:OR	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
342	G515-E0388	G515-S043	9	f66r	SOURCE_SECTION_T	sholdy	SH+OL+D_ADDR+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	SH	NONE	SH	Y	NONE	Y	CONTINUE>ADDR:D	A:SH;X:Y;C:CONTINUE>ADDR:D	SET_A1__SET_X1|A>CONT>ADDR>X	Halte den laufenden Eintrag fest; an der bezeichneten Stelle; führe fort.	SH+OL+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
343	G515-E0389	G515-S043	10	f66r	SOURCE_SECTION_T	qokchedy	OK+CHD+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	OK|CHD	NONE	OK|CHD	Y	NONE	Y	NONE	A:OK+CHD;X:Y;C:-	SET_A2__SET_X1|A>A>X	Trage den laufenden Eintrag ein und bearbeite den laufenden Eintrag.	OK+CHD+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
344	G515-E0390	G515-S043	11	f66r	SOURCE_SECTION_T	qopchy	O+P+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	P	NONE	P	Y	NONE	Y	EXEC	A:P;X:Y;C:EXEC	SET_A1__SET_X1|EXEC>A>X	Setze den laufenden Eintrag ein; zur Ausführung.	O+P+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
345	G515-E0391	G515-S043	12	f66r	SOURCE_SECTION_T	qoty	OT+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	P	P	Y	NONE	Y	THEN	A:^P;X:Y;C:THEN	KEEP_A1__SET_X1|THEN>X	Danach: im laufenden Satz setze den laufenden Eintrag ein.	OT+Y|IA:P|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
346	G515-E0392	G515-S043	13	f66r	SOURCE_SECTION_T	chedaiir	CHD+IIN+R	YES	BASE_GDT548	NO	YES	YES	SET_A2__KEEP_X1	CHD|R	NONE	CHD|R	NONE	Y	Y	STAGE	A:CHD+R;X:^Y;C:STAGE	SET_A2__KEEP_X1|A>STAGE>A	Bearbeite den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe.	CHD+IIN+R|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
347	G515-E0393	G515-S043	14	f66r	SOURCE_SECTION_T	chees	SH+EE+S_ADDR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	GRADE:II>ADDR:S	A:SH;X:^Y;C:GRADE:II>ADDR:S	SET_A1__KEEP_X1|A>G2>ADDR	Halte den laufenden Eintrag [wie zuvor] fest; auf Grad II; an der bezeichneten Stelle.	SH+EE+S_ADDR|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
348	G515-E0394	G515-S043	15	f66r	SOURCE_SECTION_T	kardy	K+AR+DY	YES	BASE_GDT548	NO	YES	YES	SET_A1__KEEP_X1	K	NONE	K	NONE	Y	Y	REL:AR>CLOSE	A:K;X:^Y;C:REL:AR>CLOSE	SET_A1__KEEP_X1|A>REL>CLOSE	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	K+AR+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
349	G515-E0395	G515-S044	1	f66r	SOURCE_SECTION_T	qokchey	OK+CH+E+Y	YES	BASE_GDT548	NO	YES	YES	SET_A2__SET_X1	OK|CH	NONE	OK|CH	Y	NONE	Y	GRADE:I	A:OK+CH;X:Y;C:GRADE:I	SET_A2__SET_X1|A>A>G1>X	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; auf Grad I.	OK+CH+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
350	G515-E0396	G515-S044	2	f66r	SOURCE_SECTION_T	qokaiir	OK+IIN+R	YES	BASE_GDT548	NO	YES	YES	SET_A2__KEEP_X1	OK|R	NONE	OK|R	NONE	Y	Y	STAGE	A:OK+R;X:^Y;C:STAGE	SET_A2__KEEP_X1|A>STAGE>A	Trage den laufenden Eintrag [wie zuvor] ein und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe.	OK+IIN+R|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
351	G515-E0397	G515-S044	3	f66r	SOURCE_SECTION_T	cheky	CH+K+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|K	NONE	CH|K	Y	NONE	Y	GRADE:I	A:CH+K;X:Y;C:GRADE:I	SET_A2__SET_X1|A>A>G1>X	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	CH+K+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
352	G515-E0398	G515-S044	4	f66r	SOURCE_SECTION_T	daly	AL+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	K	K	Y	NONE	Y	REL:AL	A:^K;X:Y;C:REL:AL	KEEP_A1__SET_X1|REL>X	Im laufenden Satz ordne den laufenden Eintrag zu; zur Zielspalte.	AL+Y|IA:K|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
353	G515-E0399	G515-S044	5	f66r	SOURCE_SECTION_T	daiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	K	K	AIIN	NONE	AIIN	NONE	A:^K;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz ordne den Kennwert zu.	AIIN|IA:K|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
354	G515-E0400	G515-S044	6	f66r	SOURCE_SECTION_T	dal	AL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	K	K	NONE	AIIN	AIIN	REL:AL	A:^K;X:^AIIN;C:REL:AL	KEEP_A1__KEEP_X1|REL	Im laufenden Satz ordne den Kennwert [wie zuvor] zu; zur Zielspalte.	AL|IA:K|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
355	G515-E0401	G515-S044	7	f66r	SOURCE_SECTION_T	shedy	SH+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	AIIN	AIIN	GRADE:I>CLOSE	A:SH;X:^AIIN;C:GRADE:I>CLOSE	SET_A1__KEEP_X1|A>G1>CLOSE	Halte den Kennwert [wie zuvor] fest; auf Grad I; schließe den Schritt.	SH+E+DY|IA:NONE|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
356	G515-E0402	G515-S045	1	f66r	SOURCE_SECTION_T	chedy	CHD+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CHD	NONE	CHD	Y	NONE	Y	NONE	A:CHD;X:Y;C:-	SET_A1__SET_X1|A>X	Bearbeite den laufenden Eintrag.	CHD+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
357	G515-E0403	G515-S045	2	f66r	SOURCE_SECTION_T	lkar	L+K+AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	K	NONE	K	NONE	Y	Y	REL:L>REL:AR	A:K;X:^Y;C:REL:L>REL:AR	SET_A1__KEEP_X1|REL>A>REL	Ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung und von der Ausgangszeile.	L+K+AR|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
358	G515-E0404	G515-S045	3	f66r	SOURCE_SECTION_T	ol	OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	K	K	NONE	Y	Y	CONTINUE	A:^K;X:^Y;C:CONTINUE	KEEP_A1__KEEP_X1|CONT	Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; führe fort.	OL|IA:K|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
359	G515-E0405	G515-S045	4	f66r	SOURCE_SECTION_T	okedy	OK+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	OK	NONE	OK	NONE	Y	Y	GRADE:I>CLOSE	A:OK;X:^Y;C:GRADE:I>CLOSE	SET_A1__KEEP_X1|A>G1>CLOSE	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	OK+E+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
360	G515-E0406	G515-S046	1	f66r	SOURCE_SECTION_T	ol	OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	EMPTY_A__EMPTY_X	NONE	NONE	NONE	NONE	NONE	NONE	CONTINUE	A:-;X:-;C:CONTINUE	EMPTY_A__EMPTY_X|CONT	Führe fort.	OL|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
361	G515-E0407	G515-S046	2	f66r	SOURCE_SECTION_T	cheeky	CH+K+EE+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|K	NONE	CH|K	Y	NONE	Y	GRADE:II	A:CH+K;X:Y;C:GRADE:II	SET_A2__SET_X1|A>A>G2>X	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II.	CH+K+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
362	G515-E0408	G515-S046	3	f66r	SOURCE_SECTION_T	daiir	DA+IIN+R	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	R	NONE	R	NONE	Y	Y	STAGE:II>STAGE	A:R;X:^Y;C:STAGE:II>STAGE	SET_A1__KEEP_X1|STAGE2>STAGE>A	Kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe.	DA+IIN+R|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
363	G515-E0409	G515-S046	4	f66r	SOURCE_SECTION_T	chky	CH+K+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|K	NONE	CH|K	Y	NONE	Y	NONE	A:CH+K;X:Y;C:-	SET_A2__SET_X1|A>A>X	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu.	CH+K+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
364	G515-E0410	G515-S046	5	f66r	SOURCE_SECTION_T	axor	A_ADDR+LOCAL_X+OR	YES	BASE_GDT548	NO	YES	YES	KEEP_A1__SET_X1	NONE	K	K	OR	NONE	OR	ADDR:A>LOCAL:X	A:^K;X:OR;C:ADDR:A>LOCAL:X	KEEP_A1__SET_X1|ADDR>LOCAL>X	Im laufenden Satz ordne die Eintragseinheit zu; an der bezeichneten Stelle und mit dem lokalen X-Zeichen-/Namenskern.	A_ADDR+LOCAL_X+OR|IA:K|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
365	G515-E0411	G515-S046	6	f66r	SOURCE_SECTION_T	akar	A_ADDR+K+AR	YES	BASE_GDT548	NO	YES	YES	SET_A1__KEEP_X1	K	NONE	K	NONE	OR	OR	ADDR:A>REL:AR	A:K;X:^OR;C:ADDR:A>REL:AR	SET_A1__KEEP_X1|ADDR>A>REL	Ordne die Eintragseinheit [wie zuvor] zu; von der Ausgangszeile; an der bezeichneten Stelle.	A_ADDR+K+AR|IA:NONE|IX:OR	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
366	G515-E0412	G515-S046	7	f66r	SOURCE_SECTION_T	y	Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	K	K	Y	NONE	Y	NONE	A:^K;X:Y;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz ordne den laufenden Eintrag zu.	Y|IA:K|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
367	G515-E0413	G515-S046	8	f66r	SOURCE_SECTION_T	daiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	K	K	AIIN	NONE	AIIN	NONE	A:^K;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz ordne den Kennwert zu.	AIIN|IA:K|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
368	G515-E0414	G515-S047	1	f66r	SOURCE_SECTION_T	pchof	P+CH+O+LOCAL_CHAR_F	YES	BASE_GDT548	NO	YES	YES	SET_A2__EMPTY_X	P|CH	NONE	P|CH	NONE	NONE	NONE	EXEC>LOCAL:F	A:P+CH;X:-;C:EXEC>LOCAL:F	SET_A2__EMPTY_X|A>A>EXEC>LOCAL	Setze ein und entnimm; zur Ausführung; an der bezeichneten Stelle.	P+CH+O+LOCAL_CHAR_F|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
369	G515-E0415	G515-S047	2	f66r	SOURCE_SECTION_T	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X2	SH	NONE	SH	OR|AIIN	NONE	OR|AIIN	CONTINUE>LOCAL:F>ADDR:D	A:SH;X:OR+AIIN;C:CONTINUE>LOCAL:F>ADDR:D	SET_A1__SET_X2|A>CONT>LOCAL>X>ADDR>X	Halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle; führe fort.	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
370	G515-E0416	G515-S047	3	f66r	SOURCE_SECTION_T	qotar	OT+AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	SH	SH	NONE	AIIN	AIIN	THEN>REL:AR	A:^SH;X:^AIIN;C:THEN>REL:AR	KEEP_A1__KEEP_X1|THEN>REL	Danach: im laufenden Satz halte den Kennwert [wie zuvor] fest; von der Ausgangszeile.	OT+AR|IA:SH|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
371	G515-E0417	G515-S047	4	f66r	SOURCE_SECTION_T	otalor	OT+AL+OR	YES	BASE_GDT548	NO	YES	YES	KEEP_A1__SET_X1	NONE	SH	SH	OR	NONE	OR	THEN>REL:AL	A:^SH;X:OR;C:THEN>REL:AL	KEEP_A1__SET_X1|THEN>REL>X	Danach: im laufenden Satz halte die Eintragseinheit fest; zur Zielspalte.	OT+AL+OR|IA:SH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
372	G515-E0418	G515-S047	5	f66r	SOURCE_SECTION_T	fchedyr	LOCAL_CHAR_F+CHD+Y+R	YES	BASE_GDT548	NO	YES	YES	SET_A2__SET_X1	CHD|R	NONE	CHD|R	Y	NONE	Y	LOCAL:F	A:CHD+R;X:Y;C:LOCAL:F	SET_A2__SET_X1|LOCAL>A>X>A	Bearbeite den laufenden Eintrag und kennzeichne den laufenden Eintrag; an der bezeichneten Stelle.	LOCAL_CHAR_F+CHD+Y+R|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
