edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard
4969	G515-E0439	G515-S050	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	daly	AL+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Satz entnimm den laufenden Eintrag; zur Zielspalte.	Im laufenden Satz entnimm den laufenden Eintrag; zur Zielspalte.	Im laufenden Satz entnimm den laufenden Eintrag; zur Zielspalte.	Im laufenden Satz entnimm den laufenden Eintrag; zur Zielspalte.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Satz entnimm den laufenden Eintrag; zur Zielspalte.	Im laufenden Satz entnimm den laufenden Eintrag; zur Zielspalte.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:AL=zur Zielstelle oder ins Zielgefäß|RUNNING:G515-E0439@1|ACTION:G515-E0438@1:CH] [2:Y=Arbeitsgut|RUNNING:G515-E0439@2|ACTION:G515-E0438@1:CH]	beim Entnehmen [ACTION:G515-E0438@1:CH]: zur Zielstelle oder ins Zielgefäß, Arbeitsgut.	Im laufenden Satz entnimm den laufenden Eintrag; zur Zielspalte.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4970	G515-E0440	G515-S050	4	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	fchdar	LOCAL_CHAR_F+CHD+AR	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite denselben laufenden Eintrag; von der Ausgangszeile; bei der f-Kennmarke.	Bearbeite denselben laufenden Eintrag; von der Ausgangszeile; bei der f-Kennmarke.	Bearbeite denselben laufenden Eintrag; von der Ausgangszeile; bei der f-Kennmarke.	Bearbeite denselben laufenden Eintrag; von der Ausgangszeile; bei der f-Kennmarke.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite denselben laufenden Eintrag; von der Ausgangszeile; bei der f-Kennmarke.	Bearbeite denselben laufenden Eintrag; von der Ausgangszeile; bei der f-Kennmarke.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:LOCAL_CHAR_F=in Feinform|RUNNING:G515-E0440@1|ACTION:G515-E0440@2:CHD] [2:CHD=Bearbeite|RUNNING:G515-E0440@2|ACTION:G515-E0440@2:CHD] [3:AR=von der Quelle oder aus dem Ausgangsgefäß|RUNNING:G515-E0440@3|ACTION:G515-E0440@2:CHD]	Bearbeite: in Feinform, von der Quelle oder aus dem Ausgangsgefäß.	Bearbeite denselben laufenden Eintrag; von der Ausgangszeile; bei der f-Kennmarke.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4971	G515-E0441	G515-S050	5	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	cheor	CH+E+O+R	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben laufenden Eintrag und kennzeichne ihn; auf Grad I und zur Ausführung.	Entnimm denselben laufenden Eintrag und kennzeichne ihn; auf Grad I und zur Ausführung.	Entnimm denselben laufenden Eintrag und kennzeichne ihn; auf Grad I und zur Ausführung.	Entnimm denselben laufenden Eintrag und kennzeichne ihn; auf Grad I und zur Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm denselben laufenden Eintrag und kennzeichne ihn; auf Grad I und zur Ausführung.	Entnimm denselben laufenden Eintrag und kennzeichne ihn; auf Grad I und zur Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:CH=Entnimm|RUNNING:G515-E0441@1|ACTION:G515-E0441@1:CH] [2:E=auf Grad I|RUNNING:G515-E0441@2|ACTION:G515-E0441@1:CH] [3:O=in Arbeitsform|RUNNING:G515-E0441@3|ACTION:G515-E0441@4:R] [4:R=Kennzeichne oder prüfe|RUNNING:G515-E0441@4|ACTION:G515-E0441@4:R]	Entnimm: auf Grad I; Kennzeichne oder prüfe: in Arbeitsform.	Entnimm denselben laufenden Eintrag und kennzeichne ihn; auf Grad I und zur Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4972	G515-E0442	G515-S050	6	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	aly	AL+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Satz kennzeichne den laufenden Eintrag; zur Zielspalte.	Im laufenden Satz kennzeichne den laufenden Eintrag; zur Zielspalte.	Im laufenden Satz kennzeichne den laufenden Eintrag; zur Zielspalte.	Im laufenden Satz kennzeichne den laufenden Eintrag; zur Zielspalte.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	R	EXPLICIT_HEAD_BLOCK_REPAIR	2	2	GDT581-EV230	Bezug auf das vorangehende Entnehmen [G515-E0441@1:CH]: zur Zielspalte [G515-A00428:G515-E0442@1:AL#1]. Bezug auf das vorangehende Entnehmen [G515-E0441@1:CH]: den laufenden Eintrag [G515-A00429:G515-E0442@2:Y#1].	Im laufenden Satz kennzeichne den laufenden Eintrag; zur Zielspalte.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:AL=zur Zielstelle oder ins Zielgefäß|RUNNING:G515-E0442@1|ACTION:G515-E0441@1:CH] [2:Y=Arbeitsgut|RUNNING:G515-E0442@2|ACTION:G515-E0441@1:CH]	beim Entnehmen [ACTION:G515-E0441@1:CH]: zur Zielstelle oder ins Zielgefäß, Arbeitsgut.	Bezug auf das vorangehende Entnehmen [G515-E0441@1:CH]: zur Zielspalte [G515-A00428:G515-E0442@1:AL#1]. Bezug auf das vorangehende Entnehmen [G515-E0441@1:CH]: den laufenden Eintrag [G515-A00429:G515-E0442@2:Y#1].	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4973	G515-E0443	G515-S050	7	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	ry	R+Y	NONSTATE_CARD	NOT_APPLICABLE	Kennzeichne den laufenden Eintrag.	Kennzeichne den laufenden Eintrag.	Kennzeichne den laufenden Eintrag.	Kennzeichne den laufenden Eintrag.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	R	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Kennzeichne den laufenden Eintrag.	Kennzeichne den laufenden Eintrag.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:R=Kennzeichne oder prüfe|RUNNING:G515-E0443@1|ACTION:G515-E0443@1:R] [2:Y=Arbeitsgut|RUNNING:G515-E0443@2|ACTION:G515-E0443@1:R]	Kennzeichne oder prüfe: Arbeitsgut.	Kennzeichne den laufenden Eintrag.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4974	G515-E0444	G515-S050	8	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shor	SH+OR	NONSTATE_CARD	NOT_APPLICABLE	Halte die Eintragseinheit fest.	Halte die Eintragseinheit fest.	Halte die Eintragseinheit fest.	Halte die Eintragseinheit fest.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte die Eintragseinheit fest.	Halte die Eintragseinheit fest.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:SH=Lass ruhen|RUNNING:G515-E0444@1|ACTION:G515-E0444@1:SH] [2:OR=Ansatz|RUNNING:G515-E0444@2|ACTION:G515-E0444@1:SH]	Lass ruhen: Ansatz.	Halte die Eintragseinheit fest.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4975	G515-E0445	G515-S050	9	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shckheody	SH+CH+K+E+O+DY	STATE_CARD	DY	Halte dieselbe Eintragseinheit fest und entnimm sie und ordne sie zu; auf Grad I und als Ausführung; schließe den Schritt.	Halte dieselbe Eintragseinheit fest und entnimm sie und ordne sie zu; auf Grad I und als Ausführung; schließe den Schritt.	Halte dieselbe Eintragseinheit fest und entnimm sie und ordne sie zu; auf Grad I und als Ausführung; schließe den Schritt.	Halte dieselbe Eintragseinheit fest und entnimm sie und ordne sie zu; auf Grad I und als Ausführung; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte dieselbe Eintragseinheit fest und entnimm sie und ordne sie zu; auf Grad I und als Ausführung; schließe den Schritt.	Halte dieselbe Eintragseinheit fest und entnimm sie und ordne sie zu; auf Grad I und als Ausführung; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	6	5	1	[1:SH=Lass ruhen|RUNNING:G515-E0445@1|ACTION:G515-E0445@1:SH] [2:CH=Entnimm|RUNNING:G515-E0445@2|ACTION:G515-E0445@2:CH] [3:K=Gib zu|RUNNING:G515-E0445@3|ACTION:G515-E0445@3:K] [4:E=auf Grad I|RUNNING:G515-E0445@4|ACTION:G515-E0445@3:K] [5:O=in Arbeitsform|RUNNING:G515-E0445@5|ACTION:G515-E0445@3:K] [6:DY=Arbeitsgang abschließen|RUNNING:G515-E0445@6|CONTROL:G515-E0445@6:DY]	Lass ruhen; Entnimm; Gib zu: auf Grad I, in Arbeitsform; im Steuerrahmen [CONTROL:G515-E0445@6:DY]: Arbeitsgang abschließen.	Halte dieselbe Eintragseinheit fest und entnimm sie und ordne sie zu; auf Grad I und als Ausführung; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4976	G515-E0446	G515-S051	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	dal	AL	NONSTATE_CARD	NOT_APPLICABLE	Zur Zielspalte.	Zur Zielspalte.	Zur Zielspalte.	Zur Zielspalte.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	NONE	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Zur Zielspalte.	Zur Zielspalte.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:AL=zur Zielstelle oder ins Zielgefäß|RUNNING:G515-E0446@1|OWNER:F66R_TEXT_BLOCK_03]	im Besitzerrahmen [OWNER:F66R_TEXT_BLOCK_03]: zur Zielstelle oder ins Zielgefäß.	Zur Zielspalte.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4977	G515-E0447	G515-S051	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shedy	SH+E+DY	STATE_CARD	DY	Halte fest; auf Grad I; schließe den Schritt.	Halte fest; auf Grad I; schließe den Schritt.	Halte fest; auf Grad I; schließe den Schritt.	Halte fest; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte fest; auf Grad I; schließe den Schritt.	Halte fest; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Lass ruhen|RUNNING:G515-E0447@1|ACTION:G515-E0447@1:SH] [2:E=auf Grad I|RUNNING:G515-E0447@2|ACTION:G515-E0447@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G515-E0447@3|CONTROL:G515-E0447@3:DY]	Lass ruhen: auf Grad I; im Steuerrahmen [CONTROL:G515-E0447@3:DY]: Arbeitsgang abschließen.	Halte fest; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4978	G515-E0448	G515-S052	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	qokor	OK+OR	NONSTATE_CARD	NOT_APPLICABLE	Trage die Eintragseinheit ein.	Trage die Eintragseinheit ein.	Trage die Eintragseinheit ein.	Trage die Eintragseinheit ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Trage die Eintragseinheit ein.	Trage die Eintragseinheit ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:OK=Setze an|RUNNING:G515-E0448@1|ACTION:G515-E0448@1:OK] [2:OR=Ansatz|RUNNING:G515-E0448@2|ACTION:G515-E0448@1:OK]	Setze an: Ansatz.	Trage die Eintragseinheit ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4979	G515-E0449	G515-S052	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	al	AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Satz trage dieselbe Eintragseinheit ein; zur Zielspalte.	Im laufenden Satz trage dieselbe Eintragseinheit ein; zur Zielspalte.	Im laufenden Satz trage dieselbe Eintragseinheit ein; zur Zielspalte.	Im laufenden Satz trage dieselbe Eintragseinheit ein; zur Zielspalte.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Satz trage dieselbe Eintragseinheit ein; zur Zielspalte.	Im laufenden Satz trage dieselbe Eintragseinheit ein; zur Zielspalte.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	1	0	[1:AL=zur Zielstelle oder ins Zielgefäß|RUNNING:G515-E0449@1|ACTION:G515-E0448@1:OK]	beim Ansetzen [ACTION:G515-E0448@1:OK]: zur Zielstelle oder ins Zielgefäß.	Im laufenden Satz trage dieselbe Eintragseinheit ein; zur Zielspalte.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4980	G515-E0450	G515-S052	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shes	SH+E+S	NONSTATE_CARD	NOT_APPLICABLE	Halte dieselbe Eintragseinheit fest und wähle sie; auf Grad I.	Halte dieselbe Eintragseinheit fest und wähle sie; auf Grad I.	Halte dieselbe Eintragseinheit fest und wähle sie; auf Grad I.	Halte dieselbe Eintragseinheit fest und wähle sie; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte dieselbe Eintragseinheit fest und wähle sie; auf Grad I.	Halte dieselbe Eintragseinheit fest und wähle sie; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:SH=Lass ruhen|RUNNING:G515-E0450@1|ACTION:G515-E0450@1:SH] [2:E=auf Grad I|RUNNING:G515-E0450@2|ACTION:G515-E0450@1:SH] [3:S=Sondere aus|RUNNING:G515-E0450@3|ACTION:G515-E0450@3:S]	Lass ruhen: auf Grad I; Sondere aus.	Halte dieselbe Eintragseinheit fest und wähle sie; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4981	G515-E0451	G515-S053	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	psheody	P+SH+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den laufenden Eintrag ein und halte ihn fest; auf Grad I und zur Ausführung; an der D-Stelle.	Setze den laufenden Eintrag ein und halte ihn fest; auf Grad I und zur Ausführung; an der D-Stelle.	Setze den laufenden Eintrag ein und halte ihn fest; auf Grad I und zur Ausführung; an der D-Stelle.	Setze den laufenden Eintrag ein und halte ihn fest; auf Grad I und zur Ausführung; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	P	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Setze den laufenden Eintrag ein und halte ihn fest; auf Grad I und zur Ausführung; an der D-Stelle.	Setze den laufenden Eintrag ein und halte ihn fest; auf Grad I und zur Ausführung; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	6	6	0	[1:P=Bringe ein|RUNNING:G515-E0451@1|ACTION:G515-E0451@1:P] [2:SH=Lass ruhen|RUNNING:G515-E0451@2|ACTION:G515-E0451@2:SH] [3:E=auf Grad I|RUNNING:G515-E0451@3|ACTION:G515-E0451@2:SH] [4:O=in Arbeitsform|RUNNING:G515-E0451@4|ACTION:G515-E0451@2:SH] [5:D_ADDR=an der Arbeitsstelle|RUNNING:G515-E0451@5|ACTION:G515-E0451@2:SH] [6:Y=Arbeitsgut|RUNNING:G515-E0451@6|ACTION:G515-E0451@2:SH]	Bringe ein; Lass ruhen: auf Grad I, in Arbeitsform, an der Arbeitsstelle, Arbeitsgut.	Setze den laufenden Eintrag ein und halte ihn fest; auf Grad I und zur Ausführung; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4982	G515-E0452	G515-S053	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	cfhol	CH+LOCAL_CHAR_F+OL	STATE_CARD	OL	Weiter: entnimm denselben laufenden Eintrag; bei der f-Kennmarke.	Weiter: entnimm denselben laufenden Eintrag; bei der f-Kennmarke.	Weiter: entnimm denselben laufenden Eintrag; bei der f-Kennmarke.	Weiter: entnimm denselben laufenden Eintrag; bei der f-Kennmarke.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: entnimm denselben laufenden Eintrag; bei der f-Kennmarke.	Weiter: entnimm denselben laufenden Eintrag; bei der f-Kennmarke.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:CH=Entnimm|RUNNING:G515-E0452@1|ACTION:G515-E0452@1:CH] [2:LOCAL_CHAR_F=in Feinform|RUNNING:G515-E0452@2|ACTION:G515-E0452@1:CH] [3:OL=weiter im selben Arbeitsgang|RUNNING:G515-E0452@3|CONTROL:G515-E0452@3:OL]	Entnimm: in Feinform; im Steuerrahmen [CONTROL:G515-E0452@3:OL]: weiter im selben Arbeitsgang.	Weiter: entnimm denselben laufenden Eintrag; bei der f-Kennmarke.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4983	G515-E0453	G515-S053	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	shofol	SH+O+LOCAL_CHAR_F+OL	STATE_CARD	OL	Weiter: halte denselben laufenden Eintrag fest; als Ausführung; bei der f-Kennmarke.	Weiter: halte denselben laufenden Eintrag fest; als Ausführung; bei der f-Kennmarke.	Weiter: halte denselben laufenden Eintrag fest; als Ausführung; bei der f-Kennmarke.	Weiter: halte denselben laufenden Eintrag fest; als Ausführung; bei der f-Kennmarke.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: halte denselben laufenden Eintrag fest; als Ausführung; bei der f-Kennmarke.	Weiter: halte denselben laufenden Eintrag fest; als Ausführung; bei der f-Kennmarke.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	3	1	[1:SH=Lass ruhen|RUNNING:G515-E0453@1|ACTION:G515-E0453@1:SH] [2:O=in Arbeitsform|RUNNING:G515-E0453@2|ACTION:G515-E0453@1:SH] [3:LOCAL_CHAR_F=in Feinform|RUNNING:G515-E0453@3|ACTION:G515-E0453@1:SH] [4:OL=weiter im selben Arbeitsgang|RUNNING:G515-E0453@4|CONTROL:G515-E0453@4:OL]	Lass ruhen: in Arbeitsform, in Feinform; im Steuerrahmen [CONTROL:G515-E0453@4:OL]: weiter im selben Arbeitsgang.	Weiter: halte denselben laufenden Eintrag fest; als Ausführung; bei der f-Kennmarke.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4984	G515-E0454	G515-S053	4	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	okeody	OK+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der D-Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der D-Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der D-Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der D-Stelle.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:OK=Setze an|RUNNING:G515-E0454@1|ACTION:G515-E0454@1:OK] [2:E=auf Grad I|RUNNING:G515-E0454@2|ACTION:G515-E0454@1:OK] [3:O=in Arbeitsform|RUNNING:G515-E0454@3|ACTION:G515-E0454@1:OK] [4:D_ADDR=an der Arbeitsstelle|RUNNING:G515-E0454@4|ACTION:G515-E0454@1:OK] [5:Y=Arbeitsgut|RUNNING:G515-E0454@5|ACTION:G515-E0454@1:OK]	Setze an: auf Grad I, in Arbeitsform, an der Arbeitsstelle, Arbeitsgut.	Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
4985	G515-E0455	G515-S053	5	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	qokaldy	OK+AL+Y	NONSTATE_CARD	NOT_APPLICABLE	Trage den laufenden Eintrag ein; zur Zielspalte.	Trage den laufenden Eintrag ein; zur Zielspalte.	Trage den laufenden Eintrag ein; zur Zielspalte.	Trage den laufenden Eintrag ein; zur Zielspalte.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Trage den laufenden Eintrag ein; zur Zielspalte.	Trage den laufenden Eintrag ein; zur Zielspalte.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:OK=Setze an|RUNNING:G515-E0455@1|ACTION:G515-E0455@1:OK] [2:AL=zur Zielstelle oder ins Zielgefäß|RUNNING:G515-E0455@2|ACTION:G515-E0455@1:OK] [3:Y=Arbeitsgut|RUNNING:G515-E0455@3|ACTION:G515-E0455@1:OK]	Setze an: zur Zielstelle oder ins Zielgefäß, Arbeitsgut.	Trage den laufenden Eintrag ein; zur Zielspalte.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
