local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt582_guard
413	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2316	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2316	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	teey	T+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:T=Stelle ein|LOCAL_COMPONENT:P912-E2316@1|LOCAL_ACTION:P912-E2316@1:T] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2316@2|LOCAL_ACTION:P912-E2316@1:T] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2316@3|LOCAL_ACTION:P912-E2316@1:T]	Stelle ein: auf Ringstufe II, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
414	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2317	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2317	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	dalal	AL+AL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2317@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2317] [2:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2317@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2317]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2317]: zur Zielposition, zur Zielposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
415	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2318	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2318	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	cheoltey	CH+E+OL+T+E+Y	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	6	5	1	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2318@1|LOCAL_ACTION:P912-E2318@1:CH] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2318@2|LOCAL_ACTION:P912-E2318@1:CH] [3:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E2318@3|LOCAL_CONTROL:P912-E2318@3:OL] [4:T=Stelle ein|LOCAL_COMPONENT:P912-E2318@4|LOCAL_ACTION:P912-E2318@4:T] [5:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2318@5|LOCAL_ACTION:P912-E2318@4:T] [6:Y=Ringposition|LOCAL_COMPONENT:P912-E2318@6|LOCAL_ACTION:P912-E2318@4:T]	Lies ab: auf Ringstufe I; im Rahmen [LOCAL_CONTROL:P912-E2318@3:OL]: weiter im selben Arbeitsgang; Stelle ein: auf Ringstufe I, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
416	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2319	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2319	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteedy	OT+EE+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	1	2	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2319@1|LOCAL_CONTROL:P912-E2319@1:OT] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2319@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2319] [3:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P912-E2319@3|LOCAL_CONTROL:P912-E2319@3:DY]	im Rahmen [LOCAL_CONTROL:P912-E2319@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2319]: auf Ringstufe II; im Rahmen [LOCAL_CONTROL:P912-E2319@3:DY]: Arbeitsgang abschließen.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
417	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2320	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2320	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	sheeteey	SH+EE+T+EE+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:SH=Halte fest|LOCAL_COMPONENT:P912-E2320@1|LOCAL_ACTION:P912-E2320@1:SH] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2320@2|LOCAL_ACTION:P912-E2320@1:SH] [3:T=Stelle ein|LOCAL_COMPONENT:P912-E2320@3|LOCAL_ACTION:P912-E2320@3:T] [4:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2320@4|LOCAL_ACTION:P912-E2320@3:T] [5:Y=Ringposition|LOCAL_COMPONENT:P912-E2320@5|LOCAL_ACTION:P912-E2320@3:T]	Halte fest: auf Ringstufe II; Stelle ein: auf Ringstufe II, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
418	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2321	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2321	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	okeeol	OK+EE+OL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2321@1|LOCAL_ACTION:P912-E2321@1:OK] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2321@2|LOCAL_ACTION:P912-E2321@1:OK] [3:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E2321@3|LOCAL_CONTROL:P912-E2321@3:OL]	Trage ein: auf Ringstufe II; im Rahmen [LOCAL_CONTROL:P912-E2321@3:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
419	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2322	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2322	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	ykeeos	Y+K+EE+O+S_ADDR	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2322@1|LOCAL_ACTION:P912-E2322@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E2322@2|LOCAL_ACTION:P912-E2322@2:K] [3:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2322@3|LOCAL_ACTION:P912-E2322@2:K] [4:O=in Eintragsform|LOCAL_COMPONENT:P912-E2322@4|LOCAL_ACTION:P912-E2322@2:K] [5:S_ADDR=an der seitlichen Ringstelle|LOCAL_COMPONENT:P912-E2322@5|LOCAL_ACTION:P912-E2322@2:K]	Ordne zu: Ringposition, auf Ringstufe II, in Eintragsform, an der seitlichen Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
420	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2323	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2323	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	shey	SH+E+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:SH=Halte fest|LOCAL_COMPONENT:P912-E2323@1|LOCAL_ACTION:P912-E2323@1:SH] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2323@2|LOCAL_ACTION:P912-E2323@1:SH] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2323@3|LOCAL_ACTION:P912-E2323@1:SH]	Halte fest: auf Ringstufe I, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
421	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2324	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2324	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	ykair	Y+K+AIR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2324@1|LOCAL_ACTION:P912-E2324@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E2324@2|LOCAL_ACTION:P912-E2324@2:K] [3:AIR=entlang der Ringbahn|LOCAL_COMPONENT:P912-E2324@3|LOCAL_ACTION:P912-E2324@2:K]	Ordne zu: Ringposition, entlang der Ringbahn.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
422	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2325	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2325	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	arar	AR+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2325@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2325] [2:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2325@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2325]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2325]: von der Ausgangsposition, von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
423	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2326	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2326	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	alos	AL+O+S_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2326@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2326] [2:O=in Eintragsform|LOCAL_COMPONENT:P912-E2326@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2326] [3:S_ADDR=an der seitlichen Ringstelle|LOCAL_COMPONENT:P912-E2326@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2326]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2326]: zur Zielposition, in Eintragsform, an der seitlichen Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
424	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2327	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2327	f70v	CELESTIAL	f70v2.22	Fischrad mit Stern tragenden Figuren	otar	OT+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2327@1|LOCAL_CONTROL:P912-E2327@1:OT] [2:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2327@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2327]	im Rahmen [LOCAL_CONTROL:P912-E2327@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2327]: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
425	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2328	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2328	f70v	CELESTIAL	f70v2.22	Fischrad mit Stern tragenden Figuren	am	AM_ADDR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:AM_ADDR=an der mittleren Ringstelle|LOCAL_COMPONENT:P912-E2328@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2328]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2328]: an der mittleren Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
426	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2329	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2329	f70v	CELESTIAL	f70v2.23	Fischrad mit Stern tragenden Figuren	otar	OT+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2329@1|LOCAL_CONTROL:P912-E2329@1:OT] [2:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2329@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2329]	im Rahmen [LOCAL_CONTROL:P912-E2329@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2329]: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
427	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2330	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2330	f70v	CELESTIAL	f70v2.23	Fischrad mit Stern tragenden Figuren	al	AL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2330@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2330]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2330]: zur Zielposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
428	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2331	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2331	f70v	CELESTIAL	f70v2.24	Fischrad mit Stern tragenden Figuren	otalar	OT+AL+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2331@1|LOCAL_CONTROL:P912-E2331@1:OT] [2:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2331@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2331] [3:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2331@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2331]	im Rahmen [LOCAL_CONTROL:P912-E2331@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2331]: zur Zielposition, von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
429	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2332	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2332	f70v	CELESTIAL	f70v2.25	Fischrad mit Stern tragenden Figuren	otalam	OT+AL+AM_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2332@1|LOCAL_CONTROL:P912-E2332@1:OT] [2:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2332@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2332] [3:AM_ADDR=an der mittleren Ringstelle|LOCAL_COMPONENT:P912-E2332@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2332]	im Rahmen [LOCAL_CONTROL:P912-E2332@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2332]: zur Zielposition, an der mittleren Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
430	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2333	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2333	f70v	CELESTIAL	f70v2.26	Fischrad mit Stern tragenden Figuren	dolaram	D_ADDR+OL+AR+AM_ADDR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	3	1	[1:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E2333@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2333] [2:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E2333@2|LOCAL_CONTROL:P912-E2333@2:OL] [3:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2333@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2333] [4:AM_ADDR=an der mittleren Ringstelle|LOCAL_COMPONENT:P912-E2333@4|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2333]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2333]: an der unteren Ringstelle, von der Ausgangsposition, an der mittleren Ringstelle; im Rahmen [LOCAL_CONTROL:P912-E2333@2:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
431	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2334	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2334	f70v	CELESTIAL	f70v2.27	Fischrad mit Stern tragenden Figuren	okaram	OK+AR+AM_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2334@1|LOCAL_ACTION:P912-E2334@1:OK] [2:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2334@2|LOCAL_ACTION:P912-E2334@1:OK] [3:AM_ADDR=an der mittleren Ringstelle|LOCAL_COMPONENT:P912-E2334@3|LOCAL_ACTION:P912-E2334@1:OK]	Trage ein: von der Ausgangsposition, an der mittleren Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
432	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2335	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2335	f70v	CELESTIAL	f70v2.28	Fischrad mit Stern tragenden Figuren	oteosal	OT+E+O+S_ADDR+AL	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	4	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2335@1|LOCAL_CONTROL:P912-E2335@1:OT] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2335@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2335] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2335@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2335] [4:S_ADDR=an der seitlichen Ringstelle|LOCAL_COMPONENT:P912-E2335@4|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2335] [5:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2335@5|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2335]	im Rahmen [LOCAL_CONTROL:P912-E2335@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2335]: auf Ringstufe I, in Eintragsform, an der seitlichen Ringstelle, zur Zielposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
433	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2336	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2336	f70v	CELESTIAL	f70v2.29	Fischrad mit Stern tragenden Figuren	salols	S_LABEL+AL+OL+S_LABEL	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	3	1	[1:S_LABEL=in der s-Klasse|LOCAL_COMPONENT:P912-E2336@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2336] [2:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2336@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2336] [3:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E2336@3|LOCAL_CONTROL:P912-E2336@3:OL] [4:S_LABEL=in der s-Klasse|LOCAL_COMPONENT:P912-E2336@4|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2336]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2336]: in der s-Klasse, zur Zielposition, in der s-Klasse; im Rahmen [LOCAL_CONTROL:P912-E2336@3:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
