unified_serial	compiler_mode	page	unit_id	local_address	visible_identity	registered_identity	short_default_de	continuous_reading_de	owner_or_namespace
495	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.45:G114	A1:G114	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_45
496	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.45:G115	A1:G115	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_45
497	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.46:G116	A1:G116	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_46
498	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.46:G117	A1:G117	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_46
499	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.47:G118	A1:G118	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_47
500	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.48:G119	A1:G119	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_48
501	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.48:G120	A1:G120	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_48
502	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.48:G121	A1:G121	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_48
503	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.49:G122	A1:G122	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_49
504	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.49:G123	A1:G123	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_49
505	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.49:G124	A1:G124	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_49
506	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.50:G125	A1:G125	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_50
507	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.50:G126	A1:G126	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_50
508	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.51:G127	A1:G127	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_LOCAL_FIELD_51
509	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.52:G128	A1:G128	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_01
510	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.53:G129	A1:G129	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_02
511	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.54:G130	A1:G130	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_03
512	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.54:G131	A1:G131	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_03
513	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.55:G132	A1:G132	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_04
514	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.56:G133	A1:G133	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_05
515	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.56:G134	A1:G134	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_05
516	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.57:G135	A1:G135	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_06
517	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.57:G136	A1:G136	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_06
518	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.58:G137	A1:G137	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_07
519	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.58:G138	A1:G138	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_07
520	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.58:G139	A1:G139	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_07
521	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.59:G140	A1:G140	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_08
522	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.60:G141	A1:G141	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_09
523	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.61:G142	A1:G142	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_10
524	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.62:G143	A1:G143	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_11
525	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.63:G144	A1:G144	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_STAR_STATION_12
526	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.64:G145	A1:G145	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_PHASE_STATION_01
527	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.64:G146	A1:G146	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_PHASE_STATION_01
528	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.65:G147	A1:G147	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_PHASE_STATION_02
529	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.66:G148	A1:G148	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_PHASE_STATION_03
530	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.67:G149	A1:G149	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_PHASE_STATION_04
531	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.68:G150	A1:G150	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_PHASE_STATION_05
532	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.69:G151	A1:G151	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_PHASE_STATION_06
533	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.69:G152	A1:G152	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_PHASE_STATION_06
534	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.70:G153	A1:G153	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_PHASE_STATION_07
535	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.71:G154	A1:G154	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_PHASE_STATION_08
536	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.72:G155	A1:G155	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_RING_TEXT
537	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.72:G156	A1:G156	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_RING_TEXT
538	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.72:G157	A1:G157	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_RING_TEXT
539	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.72:G158	A1:G158	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_RING_TEXT
540	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.72:G159	A1:G159	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_RING_TEXT
541	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.72:G160	A1:G160	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_RING_TEXT
542	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.72:G161	A1:G161	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_RING_TEXT
543	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.72:G162	A1:G162	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_RING_TEXT
544	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.72:G163	A1:G163	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_RING_TEXT
545	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.72:G164	A1:G164	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_RING_TEXT
546	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.72:G165	A1:G165	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_RING_TEXT
547	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.72:G166	A1:G166	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_LEFT_OUTER_RING_TEXT
548	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.73:G167	A1:G167	A1_RIGHT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_OUTER_RING_TEXT
